Ticker,LONG_COMP_NAME,CIE_DES_BULK
0286642D VI Equity,Gold Fields Orogen Holdings BVI Ltd,
0330585Q GR Equity,BAR.bra Mining Group AG,
0329521D SJ Equity,Southgold Exploration Pty Ltd,
0127870Z CN Equity,ECI Exploration and Mining Inc,
0497996D AU Equity,Newmont Australia Pty Ltd,"Newmont Australia Pty Ltd produces base and precious metals. The Companyprovides mining services for copper, silver, zinc, and lead. Newmont Australiaserves customers worldwide."
0322045D SJ Equity,Ergo Mining Operations Pty Ltd,
0129221Q CN Equity,Staccato Gold Resources Ltd,
3441834Q AU Equity,Panorama Resources NL,"Panorama Resources NL explores for and develops gold resources throughoutWestern Australia, England, the Congo Republic and Kenya. The Company operatesseveral projects including the Migori, Mt. Bradley, Moussendjo and Rimington.The Company also mines for copper and other minerals."
3447763Z GU Equity,Toro Gold Ltd,
0131375D AU Equity,Peninsula Resources Ltd,"Peninsula Resources Ltd is a mineral exploration company. The Company isfocused on the Yorke and Eyre Peninsulas of South Australia with currentprojects being Moonta Copper Gold Project, located on the Yorke Peninsula."
0292256D CN Equity,Cordillera Gold Ltd,
NQMG US Equity,New Quincy Mining Co,
0289576D PE Equity,Cia Minera Ares SAC,
3449945Q LN Equity,Winkelhaak Mines Ltd,
3435062Q CN Equity,Aurea Mining Inc,
3469653Q CN Equity,Miranda Mining Corp,
0739635D CN Equity,Brucejack Gold Deposit,
0739632D AU Equity,Bowdens Silver Project,"The Bowdens silver project is an exploration license located 26km E of Mudgeeand 240km W of Sydney, Australia. Mineralisation occurs as gently dippingcontinuous zones that outcrop over large parts of the deposit and plunge to thenorth. Character of the mineralisation favours a low strip-ratio."
0739631D MM Equity,San Marcial Silver Project,
ZORM US Equity,Zoro Mining Corp,
0739628D CN Equity,Snowfield Gold Deposit,
0175973D US Equity,Desert Hawk Gold Corp,
0739580D AY Equity,Kapan Copper Mine,
0739577D BU Equity,Krumovgrad Gold Deposit,
3527430Q CN Equity,Prime Resources Group Inc,
0739563D CN Equity,Red Chris Gold Mine/Imperial Metals Corp,
0739523D IJ Equity,Martabe Gold Deposit,
2558579D CN Equity,Aureum Exploration Inc,
PC2 AU Equity,PC Gold Ltd,PC Gold Pty Ltd operates as a mining company. The Company mines and producesgold. PC Gold serves customers in Australia.
LYD SJ Equity,Lydenburg Platinum Ltd,
0129108D US Equity,Hecla Greens Creek Mining Co,"Hecla Greens Creek Mining Company offers precious metals mining services.The Company produces gold and silver, as well as discovers, acquires, develops,produces, and markets mineral resources. Hecla Greens Creek Mining Companyserves customers in the United States and Canada."
0483425D MM Equity,Minera Santa Rita S de RL de CV,
0465879D AU Equity,Stawell Gold Mines Pty Ltd,Stawell Gold Mines Pty. Ltd. operates as a gold mining firm.
0077975Q CN Equity,Garson Gold Corp,
0108627Q AU Equity,Target Resources Austral NL,"Target Resources Australia NL explores for gold throughout Victoria, Queenslandand Western Australia.  The Company also has an interest in oil and gas explor-ation in Queensland."
ZYQG US Equity,ZYQC Group Holding Ltd,
LVR AU Equity,Leviathan Resources Pty Ltd,"Leviathan Resources Pty. Ltd. conducts mineral exploration, development, andproduction activities in Australia.  The Company owns and operates a gold mineand exploration licenses on tenements located in southeastern Australia."
0399745Z AU Equity,Newcrest Finance Pty Ltd,"Newcrest Finance Pty Limited operates as a gold mining company. TheCompany finds, develops, and manages gold and copper mines. NewcrestFinance serves customers worldwide."
039530 KS Equity,CNK International Co Ltd,
PARC CN Equity,PAN African Resources Co,
0694554D SJ Equity,Harmony 2 Shaft Gold Mine,
0364897D AU Equity,AngloGold Ashanti Australia Ltd,Anglogold Ashanti Australia Ltd. provides gold mining and exploration services.The Company produces gold ore and related raw materials through both hard-rockand open pit mining activities. AngloGold markets and distributes its productsto customers internationally.
3534194Z CN Equity,Minera Media Luna SA de CV,
0364025D AU Equity,Barrick PD Australia Finance Pty Ltd,Barrick (PD) Australia Finance Pty Ltd operates as a mines gold ores.
0364006Z US Equity,Charger Minerals Corp,"Charger Minerals Corp. is a mineral exploration company. The Company intends toconduct mineral exploration on mining claims in the Sheep Tanks Mining District,La Paz County, Arizona, in an effort to find deposits of precious metals,including gold and other metallic minerals."
0123208D CN Equity,Clear Creek Resources Ltd/British Columbia,
3416702Z BH Equity,Continental Gold Ltd/OLD,
0278326D AU Equity,Northern Star KLV Pty Ltd,Northern Star (KLV) Pty Ltd provides mining services. The Company's line ofbusiness includes the mining of gold ores from lode deposits. Northern Star(KLV) serves customers throughout Australia.
0124660D US Equity,Revett Silver Co,Revett Silver Company was founded in 2005. The Company's line of businessincludes performing metal mining services.
0338963D HK Equity,Gold Mountains HK International Mining Co Ltd,"Gold Mountains (H.K.) International Mining Company Limited provides miningservices. The Company explores and mines golds, coppers, zincs, and other ores.Gold Mountains (H.K.) International Mining serves customers in Hong Kong."
0332665Q AU Equity,Solomon Pacific RES NL,"Solomon Pacific Resources NL explores for and produces gold in the NorthernTerritory, Western Australia, Queensland and the United States.  The Companyalso explores for silver and other base metals."
0739840D CN Equity,Macassa Gold Mine,
0740121D US Equity,Spring Valley Gold Deposit,
LRLG CN Equity,Lassie RED Lake Gold,
0740101D MM Equity,Guadalupe de los Reyes Silver/Gold Deposit,
0740097D CN Equity,Clavos Gold Deposit,
0740018D AU Equity,Saracen Mineral Holdings Ltd Red October Gold Mine,The Red October gold mine is situated on the margins of Lake Carey approx.120kmNE of the Carosue Dam processing plant. The deposit exists within the Lavertontectonic zone. The majority of gold mineralisation is hosted within a blackshale unit on the contact between a basalt footwall and an ultramafic hangingwall.
0739643D GN Equity,Akoase Gold Deposit,
0739905D MM Equity,La Negra Silver Mine,
0739863D AU Equity,Paulsens Gold Mine,"Paulsens is an underground gold mine located 180km W of Paraburdoo on theborder of the Ashburton and the West Pilbara Mineral Fields, Western Australia.This is an orogenic-style gold deposit consisting of a series of deformedquartz veins localized within and along the margins of a folded, coarse-grainedgabbro dyke."
0739861D GN Equity,Bogoso/Prestea Gold Mine,
WGP BH Equity,Windsor Gold Partners Ltd,
0739849D GN Equity,Mampon Gold Deposit,
3603014Z CI Equity,Cia Minera Cerro Bayo Ltda,
0739821D SJ Equity,Everest South PGM Mine,
0739748D MM Equity,Bolanitos Silver Mine,
0739718D CH Equity,Gaocheng Polymetallic Deposit,
0694429D AU Equity,Jundee Gold Mine,Northern Star Resources Ltd. Jundee West Gold Mine provides gold miningservices. The Company operates underground mining operations. Northern StarResources Ltd Jundee West Gold Mine offers its services in Australia.
3608249Q CN Equity,LAC Minerals Ltd,
3271797Z SM Equity,OroValle Minerals SL,
2999986Q CN Equity,Kazakhmys Gold Inc,
0739713D CN Equity,Casa Berardi Gold Mine,
0739962D AU Equity,Black Oak Minerals Ltd Sandstone Gold Mine,#N/A N/A
0696511D AU Equity,Redwing Gold Deposit,"The Redwing gold deposit is approximately 50km SE of the town of Marvel Lochwithin the Jilbadji Nature Reserve in the eastern goldfields WA, Australia. Itis a near surface, structurally controlled gold and magmatic nickel sulphidedeposit with gold mineralisation within sheeted quartz veins."
0694441D PE Equity,Yanacocha Gold Mine,
NRF SJ Equity,Northfields Gold Mine Ltd,
PAGO US Equity,Pacific Gold Corp/United States,
0739483D PM Equity,Far Southeast Gold/Copper Project,
0739418D AR Equity,Martha Silver Mine,
0739413D AR Equity,Joaquin Silver Deposit,
0739343D US Equity,Mesquite Gold Mine/California,
0739312D IA Equity,Tongon Gold Mine,
0739283D CH Equity,Jinchiling Gold Mine,
3391821Q CN Equity,Mirage Resource Corp,
0193018D CN Equity,Granja Gold Inc,
0204927D AU Equity,Central Norseman Gold Corp Ltd,"Central Norseman Gold Corporation Limited is a gold mining company whichexplores for, develops and exploits gold orebodies in Western Australia.  TheCompany develops various gold mining projects including the OK Mine, HarlequinMine, Bullen and the Iron King Open Cut Project in the Norseman region."
0244392D CN Equity,Goldcorp USA Inc,
0739233D ZL Equity,Kansanshi Gold/Copper Mine,
0694485D CI Equity,Cerro Casale Gold Deposit,
0739228D MM Equity,Mercedes Gold/Silver Mine,
0739207D AR Equity,Pan American Silver Corp Calcatreu Gold Mine,
0694522D AU Equity,Barrick Gold Corp Kalgoorlie Gold Mine,Barrick Gold Corp Kalgoorlie Gold Mine provides gold mining services.
0739517D PE Equity,Cerro Lindo Copper Mine,
0740263D CN Equity,Coldstream Gold Deposit,
0740234D AU Equity,Mount Magnet Gold Complex,"The Mt Magnet gold project is located adjacent to the town of Mt Magnet, WA,Australia, approximately 500km NE of Perth. It contains multiple open pit andunderground mines accessing gold mineralisation from high grade mineralisedshoots within the Murchison Goldfield, in the Meekathara-Mt Magnet greenstonebelt."
0740213D CB Equity,Titiribi Gold/Copper Deposit,
0740211D AU Equity,Old Pirate Gold Deposit,Old Pirate Gold Deposit provides exploration and mining services. The Companyexplores and develops gold projects.
0694406D US Equity,Midas Gold Mine,
MANP PZ Equity,Mandarin Mining PLC,
0694427D CN Equity,Hope Bay Gold Deposits,
1996782D US Equity,Marathon Gold Corp/US,
9872547Q CN Equity,Endeavour Mining Corp- Set up for Fundamental Purposes,
1BRA GR Equity,Big Rock Resources Inc,
1978514D US Equity,American Pacific Minerals Ltd,
1965511D CN Equity,Emerald Dragon Mines Inc,
KLNK CN Equity,Kelnick Resources Ltd,
1948643D US Equity,Gold and Minerals Co Inc,
1946534D AU Equity,Austrasia International Mining Ltd,"Austrasia International Mining Ltd. explores for gold, base metals, anduranium.  The Company operates on the Glengarry, Marymia, Paterson and MarbleBar Projects in Western Australia."
KMPMIZ CH Equity,Kunming Precious Metal Institution,"Kunming Precious Metal Institution is headquartered in China. The Company'sline of business includes the mining, milling, and preparing of miscellaneousmetal ores."
ML7 AU Equity,Metals 479 Ltd,"Metals 479 Limited operates as a junior exploration company. The Companyfocuses on exploring and developing silver, gold, and other mineralopportunities. Metals 479 serves mining and resources sectors in Australia."
1942094D AU Equity,Shannon Resources Ltd,Shannon Resources Limited is a mineral exploration and production company. TheCompany mines Gold and nickel prospects in Western Australia.
WMNS US Equity,Westmont Resources Inc,
1ZA GR Equity,Flatbush Mining Corp,
KLJGMVZ CH Equity,Decent Connection Overseas Ltd,
KLG AU Equity,Klondyke Gold Ltd,Klondyke Gold Ltd. is a gold exploration company with a portfolio ofassets in Western Australia. The Company has acquired the rights toexploration projects around the Cue town site in the Cue Region of WesternAustralia.
AA CN Equity,Avventura Resources Ltd,
ODM CN Equity,Young-Davidson Mines Ltd,
1497Q CN Equity,Steppe Gold Resources Ltd,
865588Q AU Equity,Callina NL,"Callina NL explores for gold in West Lennonville at Mount Margaret and forrutile/ilmenite at Rotfunk in Sierra Leone, both located in Australia."
812717Q CN Equity,Defiance Mining Corp,
149694Q CN Equity,Princess Resources Ltd,
8136331Q CN Equity,Ravenhead Recovery Corp,
1414386D GR Equity,Goldplex Resources Inc,
NYY AU Equity,Newmont Yandal Operations Pty Ltd,"Newmont Yandal Operations Pty. Ltd. operates gold mining and mineral explorationcompany.  The Company's primary gold production operations include Bronzewing,Jundee and Wiluna which are located in the Yandal and Wiluna Belts in WesternAustralia."
2093Z LN Equity,Welsh Gold PLC,
187026Z LN Equity,Anglo American Capital PLC,
ANTZ CN Equity,St Anthony Resources Inc,
1887783D US Equity,Northwest Gold Corp,
AOD SJ Equity,African Rainbow Minerals Gold Ltd,
MNR AU Equity,Minotaur Resources Ltd,"Minotaur Resources Limited is a base metal exploration company.  The Company'sexploration activities, primarily through joint ventures, are located in SouthAustralia and New South Wales.  Minotaur explores for copper, gold, nickel,cobalt, lead and silver."
WREVP BB Equity,Western Reefs Exploration and Development Co Ltd,
WRC SJ Equity,West Rand Consolidated Mines Ltd,
WQM CN Equity,Western Quebec Mines Inc,
MMC NZ Equity,Macraes Mining Co Ltd,
AOR AU Equity,AurionGold Ltd,AurionGold Ltd. provides mining services for gold. The Company operates goldmining locations in Australia and Papua-New Guinea.
OROCAJC1 PE Equity,Inversiones Oro de Cajamarca SAA,
KORA LN Equity,Duke Group/The,
IH4 BU Equity,Gold Investment Group AD,
TYG CN Equity,Trumpeter Yukon Gold Inc,
937924Q CN Equity,Altoro Gold Corp,
2092766D US Equity,Focus Gold Corp,
ORTE US Equity,Oretech Inc,
207594Q CN Equity,Equity Silver Mines Ltd,
955381Q CN Equity,Gold City Industries Ltd,
KLO SW Equity,Kloof Gold Mining,
9744601Z AU Equity,Northern Star MKO Pty Ltd,Northern Star (MKO) Pty Ltd operates as a precious metal mining company. TheCompany produces and mines gold from underground and open pit gold mines.Northern Star (MKO) serves customers in Australia and the United States.
9840Z US Equity,Lodestar Holdings Inc,
1473806D CN Equity,Orla Mining Ltd/old,
VERC US Equity,Victory Eagle Resources Corp,
MWA CN Equity,McWatters Mining Inc,
KAD CN Equity,Cons Madison Holdings Ltd,
KGL SJ Equity,Kalahari Goldridge Mining Co Ltd,
AAGE CN Equity,Altaur Gold Explorations,
VRG AU Equity,Voyager Gold NL,Voyager Gold NL is involved in the exploration and production of gold and mine-rals.   The Company's exploration projects are located in the Eastern Goldfieldsof Western Australia.
14591Z US Equity,Frontier Development Corp,
YG CN Equity,Gram Minerals Corp,
1468024D US Equity,Pidgeon Molybdenum Mines Ltd,
AB1 AU Equity,Abarta Resources Ltd,Abarta Resources Limited provides exploration and mining services. The Companyexplores and develops gold and base metal projects. Abarta Resources servescustomers worldwide.
VIPR US Equity,VIPR Industries Inc,
PMI AU Equity,Pegmont Mines Ltd,"Pegmont Mines Limited is a mining and investment company. The Company exploresand develops areas for gold, silver and other mineral deposits. Pegmont alsoacquires and operates projects in drilling and metallurgical work."
2411780D AU Equity,Terra Gold Mining Ltd,"Terra Gold Mining Limited is a gold exploration company with primary explorationactivities in Western Australia.  The Company's exploration projects includeYamarna, Credo and Nicolsons Find."
1484Q CN Equity,Wilanour Resources Ltd,
KGG AU Equity,King of Gold Group Co Ltd,#N/A N/A
KGFC CN Equity,Kazakhstan Goldfields Corp,
MXN CN Equity,Matador Exploration Inc,
ADM AU Equity,Andean Mining Corp Pty Ltd,"Andean Mining Limited operates as a mining and exploration company. TheCompany focuses on the development and production of gold, silver, copper, andzinc deposits. Andean Mining owns mines in Colombia."
1835433D IN Equity,Yashdeep Trademart Pvt Ltd,
VGRE G4 Equity,VG Resources Ltd,
8260760Z SJ Equity,Rand Uranium Pty Ltd,
8281705Z CN Equity,Sunburst Exploration Inc,
8452435Q CN Equity,Aurogin Resources Ltd,
1427238D AU Equity,Aurora Gold Ltd,"Aurora Gold Limited, through its asset holdings, explores for and produces goldand silver.  The Company's exploration sites are located in South East Asia,South Australia and Western Australia and include Mt. Muro and Mt. Webb.  Auroraalso manages the Morobe Gold Project in Papua New Guinea."
KNR5 LN Equity,Evander Gold Mines Ltd,
895331Z LN Equity,Office des Mines d'or de Kilo-Moto,
899831Z MM Equity,Goldcorp SA de CV/Mexico,
KNH CN Equity,Cons North Coast Industries,
901341Z MM Equity,Cia Minera Pena de Bernal SA de CV,
908937Z SJ Equity,Lesego Platinum Mining Ltd,
VGO US Equity,Vanderbilt Gold Corp,
1435327D AU Equity,Brimstone Resources Ltd,Brimstone Resources Limited is an Australian exploration company established toinvest in mining and exploration opportunities. The Company seeks to become agold producer in the short to medium term at the Golden Feather Tenements.
1869200D CN Equity,Delta Gold Mining Corp,
NBAR CN Equity,Nova Beaucage Resources Ltd,
KBRA CN Equity,Kubera Gold Corp,
AFK CN Equity,Afcan Mining Corp,
PNV CN Equity,Pan-Nevada Gold Corp,
1445283D CN Equity,EL Condor Resources Ltd,
1398909D US Equity,New Gold Discoveries Inc,"New Gold Discoveries, Inc. operates as a mining exploration company. TheCompany engages in the acquisition and exploration of mineral properties,primarily for gold and other metals. New Gold Discoveries focuses on acquiringa suitable gold claim in Alaska."
AFN AU Equity,Australian Gold Fields NL,"Australian Gold Fields NL is a gold exploration and production company. TheCompany's primary gold exploration prospect, the Bannockburn Gold Project, islocated near Lenora in Western Australia.  The Company also has gold explorationactivities in Western Australia, Northern Territory, Queensland, Victoria andPapua New Guinea."
KAU CN Equity,Kilgore Minerals Ltd,
VGCN CN Equity,Viking Gold Corp,
145471Q CN Equity,Mutual Resources,
VFI CN Equity,V Fund Investments Ltd,
1605664D IN Equity,Kundan Care Products Ltd,
1664728D HK Equity,SDG Finance I Ltd,"SDG Finance I Limited operates as a special purpose entity. The Company wasformed for the purpose of issuing debt securities to repay existing creditfacilities, refinance indebtedness, and for acquisition purposes."
JPF CN Equity,JET Pacific Investments Ltd,
MTMW US Equity,Matmown Inc,
PRCK US Equity,Placer Creek Mining Co,#N/A N/A
PRG SJ Equity,Primrose Gold Mines Pty Ltd,
AIO CN Equity,Explorations Diabior Inc,
1636597D IN Equity,Tristar Intercontinental Pvt Ltd,
JLB CN Equity,Jilbey Gold Exploration Ltd,
XJJMCZ CH Equity,Xinjiang Jinbao Mining Co Ltd,"Xinjiang Jinbao Mining Co., Ltd. is headquartered in China. The Company's lineof business includes the mining, beneficiating, and preparing of iron ores andmanganiferous ores."
1621987D SS Equity,Vilhelmina Mineral AB,
1568134D US Equity,Gold Torrent Canada Inc,
1690194D CN Equity,CuGold Corp,
PSGR US Equity,Pershing Resources Co Inc,"Pershing Resources Company, Inc. is a mining company. The Company ownsmining clams in Pershing County, Nevada."
JHH CN Equity,Jackson Hole Holdings Corp,
AKAN KY Equity,AKAN Exploration Ltd,
1601658D IN Equity,Shangold India Ltd,
1599Q CN Equity,Engineer Mining Corp,
1584343D CN Equity,Klondex Canada Ltd,
1579Q CN Equity,Aurient Resources Ltd,
MVEQ US Equity,Mandarin Venture Equity Inc,
1575442Z LN Equity,Lawrence Blunt Ltd,
AKARA TB Equity,Akara Resources PCL,
2111807D AU Equity,Huntsman Resources Ltd,"Huntsman Resources Limited operates as a gold mining company. The Companyoffers gold exploration, development, and ore mining services. HuntsmanResources serves customers in Australia and Africa."
MIQ CN Equity,Mirandor Inc,
USEL LN Equity,Unisel Gold Mines,
1836482D US Equity,Golden Global Corp,
IOS AU Equity,Inosite Ltd,Inosite Ltd. services the mining industry. The Company performs mining andmilling activities for the production of gold.
MPM CN Equity,Millennial Precious Metals Corp,
1813045D GR Equity,Aurum Mining Resources PLC,
MQX AU Equity,Macquarie Gold Pty Ltd,Macquarie Gold Pty Limited operates as a gold mining company.
1847286D AU Equity,Melrose Gold Mines Ltd,Melrose Gold Mines Ltd. is an exploration company focusing on the developmentof gold tenements. The Company has purchased tenements located in WesternAustralia which include gold mineral resources located in the NorthernTerritory.
1531Q CN Equity,Coleville Resources Ltd,
1534Q CN Equity,BMR Gold Corp,
1535Q CN Equity,Cons Professor Mines,
1536458D HK Equity,SDG Finance Ltd,"SDG Finance Limited operates as a special purpose entity. The Company wasformed for the purpose of issuing debt securities to repay existing creditfacilities, refinance indebtedness, and for acquisition purposes."
AML SJ Equity,Amalia Gold Mining & Exploration Co Ltd,
1541560D CN Equity,Fiore Exploration Ltd,
AJP CN Equity,AJ Perron Gold Corp,
1552120D CN Equity,El Callao Mining Corp,
JXGGCZ CH Equity,Hunan Gold Group Co Ltd,"Hunan Gold Group Co., Ltd operates mining businesses. The Companymines and distributes gold and other products. Hunan Gold Group alsooperates asset management, investment, and other businesses."
1552944D LN Equity,Lebowa Platinum Mines Ltd,
155450Z RU Equity,Pokrovskiy Rudnik OAO,
JVAG CN Equity,Java Gold Corp,
1554711D CN Equity,Abstract Enterprises Corp,
1555360D AU Equity,Northam Resources Ltd,Northam Resources Limited provides exploration and mining services. The Companyexplores and develops platinum group element and base metal deposits. NorthamResources serves customers worldwide.
1558196D AU Equity,Emperor Mines Pty Ltd,"Emperor Mines Limited is a gold exploration and mining company with its coreVatukoula operation located on the north coast of Viti Levu, Fiji's largestisland.  The Company's primary interests are the Vatukuola underground goldmine, the Tuvatu project and various exploration leases."
1558555D AU Equity,Kalmet Resources NL,"Kalmet Resources NL explores for gold and base metals in projects in Queensland,the Northern Territory and Western Australia.  The Company operates two gold/copper mining projects in Kajabbi and Cameron River, north-western Australia.Kalmet also mines gold prospects including Western Shear Zone, Red Queen andMaud Creek goldfield."
1561640D LN Equity,Thistle Mining Inc,
2310459Q CN Equity,East Africa Gold Corp,"East Africa Gold Corporation, through its subsidiary, explores for gold in EastAfrica's Tanzania.  The Company focuses on exploring and developing its holdingsin the Lake Victoria Goldfields district."
HXO GR Equity,Baranco Gold Inc,
LDM SJ Equity,Lindum Reefs,
HXL CN Equity,Heritage Explorations Ltd,
2325159D RU Equity,Yuzhuralzoloto ZAO,
HVRUF US Equity,Hargraves Resources NL,"Hargraves Resources NL is an exploration and evaluation company operating gold,copper, silver and base metal ore tenements in New South Wales.  The Companyalso mines, processes and sells gold and silver in dore and copper/goldconcentrate to associated companies.  Hargraves also has exploration interestsin the Browns Creek Mine Region for the areas gold/copper mineralizations."
MDR SJ Equity,Consolidated Modderfontein Mines Ltd,
MDRG US Equity,Modern Energy Corp,
PTD CN Equity,Discovery PGM Exploration Ltd,
PSNP US Equity,Preston Corp/NV,
ANGL G4 Equity,Askia Gold Ltd,
UGMN US Equity,United Gold Corp,
2299Z AU Equity,Challenger NL,"Challenger NL owns the Adelong Gold project. The Company holds the mininglease, exploration license, and the mining and processing equipment."
2297322Q CN Equity,Mexgold Resources Inc,
ANSL CN Equity,Ansil Resources Ltd,
1865290D CN Equity,NorCrest Metals Inc,
1868189D US Equity,Newmont Gold Co,
AKR/H CN Equity,Akrokeri-Ashanti Gold Mines Inc,
218826Q CN Equity,Mar-West Resources,
219834Q CN Equity,Lucas Gold Resources Corp,
2211204D US Equity,Crown Resources Corp,
MINALES CB Equity,Caldas Gold Marmato SAS,
2217319D US Equity,Minatura Gold,
IBR AU Equity,Iberian Resources Ltd,Iberian Resources Limited is an Australian resource company focused on theexploration and development of gold deposits in Portugal. The Company is alsoinvestigating a pipeline of gold and base metal projects elsewhere withinEurope.
IGF AU Equity,International Goldfields Ltd/Old,International Goldfields Limited is a gold and base metal exploration andproduction company. The Company's exploration activities are located in WesternAustralia and Romania and includes the Evanston and SACU projects.
ORX SJ Equity,Oryx Gold Holdings Ltd,
2238015Q CN Equity,Mesa Resources Inc,
2257863D US Equity,Geoandina Mining Corp,
2259 HK Equity,Zijin Gold International Co Ltd,
2270193D CN Equity,Horwood Exploration Corp,
AQGC US Equity,Aquarian Gold Corp,
TVX CN Equity,TVX Gold Inc,
ICJ/H CN Equity,International CHS Resource Corp,
PVA/S CN Equity,Platinova Resources,
OSL SJ Equity,Orange Free State Investments Ltd,
1865086D AU Equity,PVW Resources NL,PVW Resources NL operates as a mineral exploration company. The Company focuseson exploring and developing gold tenements. PVW Resources offers its services inAustralia.
TTY CN Equity,Tenacity Resources Corp,
TTXP US Equity,Trilliant Exploration Corp,Trilliant Exploration Corporation has no available information as of 12/2007.
ARDV CN Equity,Aztek Resource Development Inc,
BMGX US Equity,Battle Mountain Gold Exploration Corp,
GOS AU Equity,Gossan Hill Gold Ltd,"Gossan Hill Gold Ltd. is a gold exploration company. The Company is focused ongold exploration in Australia with a focus on Mt Adrah, Bauloora, Peel Fault,and Weabonga in New South Wales."
SJCZMZ CH Equity,Sichuan Jiuzhaigou County Zijin Mining Co Ltd,
EGM AU Equity,888 Resources Ltd,"888 Resources Ltd. is an exploration company established primarily to explore,acquire, evaluate and exploit mineral resources projects, primarily gold. TheCompany is focused on its Beaufort Gold Project located in the Victorian GoldProvince."
GMF SJ Equity,Gencor Ltd,
GCHA US Equity,Great China Mining Inc,
RRU CN Equity,Romulus Resources Ltd/Old,
GMKI US Equity,Guild Mark Industries Inc,
GAZ SJ Equity,Gazankulu Gold Holdings Ltd,
BGDD US Equity,Bagdad Chase Inc,
BMEEF US Equity,Belmoral Mines Ltd,
RVDM US Equity,Riverdale Mining Inc,
CA_ALTN KZ Equity,Altynalmas Gold Ltd,
CDRGF US Equity,Condor Gold Corp,
BMD AU Equity,Black Mountain Gold Ltd,Black Mountain Gold NL explores and prospects for gold and other mineralsthroughout Western Australia.
STLM US Equity,St Elmo Silver Mines Corp,#N/A N/A
BIG AU Equity,Burrendong Minerals Ltd,Burrendong Minerals Limited provides exploration and mining services. TheCompany explores and develops precious and base metals projects in the LachlanFold Belt. Burrendong Minerals serves customers worldwide.
BLY SJ Equity,Blyvooruitzicht Gold Mining Co Ltd,
FST GR Equity,MEXA Gold Inc,
S7X GR Equity,Pan American Mining Corp,
SAFINA CP Equity,Safina AS/Old,
DRFN LN Equity,Doornfontein Gold,
BUA CN Equity,Buddha Resources Inc,
BHM CN Equity,Bushman Resources Inc,
TGDR US Equity,Tung Ding Resources Inc,
DRIL US Equity,Lannister Mining Corp,
SIDE US Equity,Sidewinder Explorations Inc,
SHO MO Equity,Shoroon Ord JSC,
EMGVF US Equity,Eastmaque Gold Mines,
GOLD BH Equity,Gold Bar Development & Consulting Ltd,
SLMLZ CH Equity,Skyland Mining BVI Ltd,
GOLDCZ CH Equity,Goldchina Holdings Group Ltd,
BGM LN Equity,BHP Gold Mines Ltd,
DAYK CN Equity,Dayak Goldfields Corp,
GLX CN Equity,Gold Lion Explorations Inc,
BGJ CN Equity,Baja Gold Inc,
ELSB LN Equity,Elsburg Gold Mining Co Ltd,
ELD SJ Equity,Eland Platinum Holdings Ltd,
BGF AU Equity,Ballarat Goldfields NL,"Ballarat Goldfields NL mines and explores for precious minerals, mainly gold,throughout Victoria.  The Company's exploration activities encompass jointventures which include the Ballarat Gold Project."
0741681D TI Equity,Altintepe Gold Mine,
CILV US Equity,Silver Assets Inc,
CJCMCZ CH Equity,Chifeng Jinchan Mining Co Ltd,
0741781D AU Equity,Horseshoe Gold Deposit,"The Horseshoe gold deposit is located in the Peak Hill Goldfield, WA,Australia, approximately 150km N of the town of Meekatharra in the HorseshoeRange. Gold mineralisation occurs in an enriched gossanous zone in the upperNarracoota Volcanics, hosted within the Paleoproterozoic Glengarry Sub-Basin."
FEGI CN Equity,FAR East Gold Inc,
SQL CN Equity,Strand Resources,
0741765D CN Equity,Mineral Ridge Gold Mine,
SCMIF US Equity,San Cristobal Mining Inc,
FED AU Equity,Federation Metals NL,"Federation Metals NL was formed for the purpose of acquiring an interest in,exploring and subject to positive exploration results, developing resourcebased projects in Australia and overseas. The Company is focused on developinga portfolio of gold projects."
1373067D CN Equity,Bethlehem Resources Corp,
0741695D AU Equity,Meekatharra Gold Complex,"The Meekatharra gold operations (MGO) surround the town of Meekatharra,Murchison District, WA, Australia. It includes three mining regions: Paddy'sFlat, Reedys and Yaloginda. Gold mineralisation occurs in stockwork ore bodiesand high grade vein systems. It includes multiple deposits such as the Bluebirddeposit."
CMO PE Equity,Orcopampa,
0741782D AU Equity,Fortnum Gold Mine,"The Fortnum gold mine is located in the Peak Hill Goldfield, Meekatharra Shire,WA, Australia, approximately 40km NW of Peak Hill. It is a complex of open pitmines which accesses gold mineralisation within the sheetedquartz-pyrite-magnetite-hematite vein sets hosted within volcanic sequences."
0741675D PE Equity,Pinaya Gold Deposit,
0741669D MM Equity,Santa Gertrudis Gold Mine,
0741590D US Equity,Idaho-Maryland Gold Mine,
0741583D AU Equity,Lamboo Gold Deposit,"The Lamboo gold deposit, formerly called Nicolson's, is located 35km SW ofHalls Creek in the E Kimberley region of WA, Australia. Gold mineralisation isassociated with the Nicolson's Find shear zone of the Halls Creek Orogen hostedin metasediments and volcaniclastics."
0741556D AU Equity,Ararat Copper Deposit,"The Ararat copper deposit is located 5km W of Ararat and 200km SW of Victoria,Australia. The deposit is has VMS copper-gold-zinc-silver mineralization styleand sits within the Lexington Schist."
0741530D CN Equity,Chisel North Gold/Zinc Mine,
0741753D AU Equity,Coogee Gold Mine,"The Coogee gold project is located 56km SE of Kalgoorlie, WA, Australia, in thecenter of the Eastern Goldfields. It is an open pit mine accessing high gradegold containing ore primarily within a dacitic unit. It is accessible via agraded road from Kalgoorlie to Mount Monger."
