ENO,name,status,commodity,owner,startDate,endDate,observationMethod,positionalAccuracy,source,status_uri,representativeCommodity_uri,specification_uri,LAT_GDA94,LONG_GDA94
635590,Golden Range,care and maintenance,"Gold, (Silver)","Minjar Gold Pty Ltd, Warriedar Resources",,,"satellite image, Google",1000 metres,"http://www.minjargold.com.au, https://www.warriedarresources.com.au/",http://resource.geosciml.org/classifier/cgi/mine-status/care-and-maintenance,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/635590,-28.9841,116.9578
636621,Broadlea,operating mine,Coal - black,Fitzroy Mining Operations Pty Ltd,,,other method,200 metres,http://www.fitzroyoz.com/,http://resource.geosciml.org/classifier/cgi/mine-status/operating,http://resource.geosciml.org/classifier/cgi/commodity-code/black-coal,http://pid.geoscience.gov.au/id/feature/ga/er/mine/636621,-21.9267,148.1825
636707,Blue Hills (Sinosteel),care and maintenance,"Hematite, (Iron ore, Magnetite, Iron)",,,,"State or NT agency supplied location, method unknown", metres,,http://resource.geosciml.org/classifier/cgi/mine-status/care-and-maintenance,http://resource.geosciml.org/classifier/cgi/commodity-code/iron-ore,http://pid.geoscience.gov.au/id/feature/ga/er/mine/636707,-29.1412,116.862
636751,Iron Ridge (Fenix),operating mine,"Iron ore, (Hematite, Iron, Magnetite)",Fenix Resources Limited,,,"company supplied location, method unknown", metres,http://fenixresources.com.au/projects/,http://resource.geosciml.org/classifier/cgi/mine-status/operating,http://resource.geosciml.org/classifier/cgi/commodity-code/iron-ore,http://pid.geoscience.gov.au/id/feature/ga/er/mine/636751,-26.9455465,117.6817554
638503,Kathleen Valley Lithium Project,operating mine,"Tantalum, Lithium oxide, Tantalum pentoxide, Lithium",,2/09/2024,,"published report, method unknown",50 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/operating,http://resource.geosciml.org/classifier/cgi/commodity-code/tantalum,http://pid.geoscience.gov.au/id/feature/ga/er/mine/638503,-27.47615469,120.5556528
640832,Four Pits,historic mine,Gold,,,,"satellite image, Google",100 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/640832,-28.60904,118.838626
640833,Palaeochannel,historic mine,Gold,,,,"satellite image, Google",100 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/640833,-28.60904,118.838626
641033,McLeay + Victor South combined,care and maintenance,Nickel,"Independence Group NL, MIncor Resources NL",,,satellite image,5000 metres,"http://www.igo.com.au/IRM/content/home.html, http://www.mincor.com.au/",http://resource.geosciml.org/classifier/cgi/mine-status/care-and-maintenance,http://resource.geosciml.org/classifier/cgi/commodity-code/nickel,http://pid.geoscience.gov.au/id/feature/ga/er/mine/641033,-31.184,121.68
641056,Quicksilver Nickel-Cobalt Laterite,under development,"Nickel, Cobalt",,,,map,100 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/under-development,http://resource.geosciml.org/classifier/cgi/commodity-code/nickel,http://pid.geoscience.gov.au/id/feature/ga/er/mine/641056,-32.785963,118.674386
641081,Rover 1 Zn-Pb-Ag,under development,"Zinc, Silver, Lead",,,,map,100 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/under-development,http://resource.geosciml.org/classifier/cgi/commodity-code/zinc,http://pid.geoscience.gov.au/id/feature/ga/er/mine/641081,-19.95631,133.35064
641082,Wirraminna OP,under development,Gold,"Middle Island Resources Ltd, Aurumin Limited",,,map,100 metres,"http://middleisland.com.au, https://aurumin.com.au/",http://resource.geosciml.org/classifier/cgi/mine-status/under-development,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/641082,-28.09016,119.24733
641139,Paulsens East Iron (Strike Resources),operating mine,"Iron ore, Hematite, Iron, (Magnetite)","Strike Resources Ltd, Miracle Iron Holdings Pty Ltd",14/04/2022,,"published report, method unknown",10 metres,http://strikeresources.com.au,http://resource.geosciml.org/classifier/cgi/mine-status/operating,http://resource.geosciml.org/classifier/cgi/commodity-code/iron-ore,http://pid.geoscience.gov.au/id/feature/ga/er/mine/641139,-22.564,116.341599
644672,Ophir,historic mine,Gold,"Genesis Minerals Ltd, Bardoc Gold Ltd",,,"State or NT agency supplied location, method unknown",50 metres,"http://www.bardocgold.com, http://www.genesisminerals.com.au",http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/644672,-30.310273,121.256032
644986,Paraburdoo-Western Range (Rio Tinto),operating mine,"Iron ore, (Hematite, Iron)",,,,"State or NT agency supplied location, method unknown",500 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/operating,http://resource.geosciml.org/classifier/cgi/commodity-code/iron-ore,http://pid.geoscience.gov.au/id/feature/ga/er/mine/644986,-23.225,117.561
645009,Ashburton,historic mine,Gold,"Northern Star Resources Limited, De Grey Mining Limited, Kalamazoo Resources Ltd",,,satellite image,999 metres,"http://kzr.com.au/, http://www.degreymining.com.au/, http://www.nsrltd.com/",http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/645009,-23.425,117.908
645035,Eridanus,operating mine,Gold,Ramelius Resources Limited,,,"State or NT agency supplied location, method unknown", metres,http://www.rameliusresources.com.au/,http://resource.geosciml.org/classifier/cgi/mine-status/operating,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/645035,-28.074885,117.781675
646412,Fortnum,operating mine,Gold,"Westgold Resources Limited, Fe Ltd",,,satellite image,10000 metres,"http://www.felimited.com.au/irm/content/iron-ore.aspx?RID=209, http://www.westgold.com.au/",http://resource.geosciml.org/classifier/cgi/mine-status/operating,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/646412,-25.33,118.36
646629,Vulcan,operating mine,Coal - black,Vitrinite Pty Ltd,16/08/2022,,other method,999 metres,http://vitrinite.com.au,http://resource.geosciml.org/classifier/cgi/mine-status/operating,http://resource.geosciml.org/classifier/cgi/commodity-code/black-coal,http://pid.geoscience.gov.au/id/feature/ga/er/mine/646629,-22.287,148.188
646632,Julia Creek Vanadium-Oil Shale (QEM),scoping,"Molybdenum, Nickel, Zinc, Copper, (Vanadium pentoxide, Vanadium, Aluminium)",QEM Limited,27/08/2024,,"published report, method unknown",100 metres,https://www.qldem.com.au/,,http://resource.geosciml.org/classifier/cgi/commodity-code/molybdenum,http://pid.geoscience.gov.au/id/feature/ga/er/mine/646632,-20.6980976,141.909348
647319,Caval Ridge,operating mine,Coal - black,BMA,1/01/2014,,other method,999 metres,http://www.bmacoal.com,http://resource.geosciml.org/classifier/cgi/mine-status/operating,http://resource.geosciml.org/classifier/cgi/commodity-code/black-coal,http://pid.geoscience.gov.au/id/feature/ga/er/mine/647319,-22.221466,148.17199
647991,Cassini,care and maintenance,"Nickel, (Cobalt, Copper)","MIncor Resources NL, Wyloo Metals",31/05/2024,,"State or NT agency supplied location, method unknown", metres,"http://www.mincor.com.au/, https://wyloo.com/",http://resource.geosciml.org/classifier/cgi/mine-status/care-and-maintenance,http://resource.geosciml.org/classifier/cgi/commodity-code/nickel,http://pid.geoscience.gov.au/id/feature/ga/er/mine/647991,-31.700939,121.621101
648265,Alicia,historic mine,Gold,Focus Minerals Limited,,,satellite image,999 metres,http://www.focusminerals.com.au/,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/648265,-30.99,121.177
648272,Mount Aibrey,historic mine,Gold,,,,"State or NT agency supplied location, method unknown",999 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/648272,-32.9483,148.436
648273,Mount Aubrey,historic mine,Gold,Godolphin Resources Ltd,,,"State or NT agency supplied location, method unknown",999 metres,https://godolphinresources.com.au/,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/648273,-32.9483,148.436
648317,Saint Elmo,under development,"Molybdenum, (Vanadium, Vanadium pentoxide, Alumina - High Purity)",Multicom Resources Pty Ltd,,,"satellite image, Google",1000 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/under-development,http://resource.geosciml.org/classifier/cgi/commodity-code/molybdenum,http://pid.geoscience.gov.au/id/feature/ga/er/mine/648317,-20.636,141.9107
648468,Olive Downs Coking Coal Complex,operating mine,Coal - black,Pembroke Resources Pty Ltd,22/04/2024,,other method,999 metres,http://www.pembrokeresources.com.au/,http://resource.geosciml.org/classifier/cgi/mine-status/operating,http://resource.geosciml.org/classifier/cgi/commodity-code/black-coal,http://pid.geoscience.gov.au/id/feature/ga/er/mine/648468,-22.2091,148.369
651747,Nickel West (BHP),care and maintenance,"Nickel, Copper, Platinum group elements, Cobalt","BHP Billiton Limited, BHP Group Limited",31/10/2024,,"State or NT agency supplied location, method unknown", metres,"http://www.bhpbilliton.com/, https://www.bhp.com/",http://resource.geosciml.org/classifier/cgi/mine-status/care-and-maintenance,http://resource.geosciml.org/classifier/cgi/commodity-code/nickel,http://pid.geoscience.gov.au/id/feature/ga/er/mine/651747,-27.229599,120.54174
651749,Forrestania,operating mine,"Nickel, Cobalt, (Copper, Platinum, Platinum group elements, Palladium)","Western Areas Limited, IGO Ltd",,,"State or NT agency supplied location, method unknown", metres,"http://www.westernareas.com.au/, https://www.igo.com.au/site/content/",http://resource.geosciml.org/classifier/cgi/mine-status/operating,http://resource.geosciml.org/classifier/cgi/commodity-code/nickel,http://pid.geoscience.gov.au/id/feature/ga/er/mine/651749,-32.582031,119.741699
806910,Broadmeadow East,operating mine,Coal - black,"Peabody Energy Corp., Bowen Coking Coal Ltd",31/08/2022,,other method, metres,"http://www.peabodyenergy.com/, https://www.bowencokingcoal.com.au/",http://resource.geosciml.org/classifier/cgi/mine-status/operating,http://resource.geosciml.org/classifier/cgi/commodity-code/black-coal,http://pid.geoscience.gov.au/id/feature/ga/er/mine/806910,-21.817,148.151
807137,Federation,operating mine,"Zinc, Gold, Copper, (Lead, Silver)",Aurelia Metals Limited,16/09/2024,,"company supplied location, method unknown",500 metres,http://www.aureliametals.com,http://resource.geosciml.org/classifier/cgi/mine-status/operating,http://resource.geosciml.org/classifier/cgi/commodity-code/zinc,http://pid.geoscience.gov.au/id/feature/ga/er/mine/807137,-32.201757,146.303028
809920,Golden Dragon,care and maintenance,Gold,"Minjar Gold Pty Ltd, Warriedar Resources",,,"satellite image, Google",1000 metres,"http://www.minjargold.com.au, https://www.warriedarresources.com.au/",http://resource.geosciml.org/classifier/cgi/mine-status/care-and-maintenance,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/809920,-28.9841,116.9578
815829,Capcoal Complex,operating mine,Coal - black,,,,method unknown,2000 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/operating,http://resource.geosciml.org/classifier/cgi/commodity-code/black-coal,http://pid.geoscience.gov.au/id/feature/ga/er/mine/815829,-22.9026,148.551
815830,Capcoal open-cut,operating mine,Coal - black,,,,method unknown,2000 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/operating,http://resource.geosciml.org/classifier/cgi/commodity-code/black-coal,http://pid.geoscience.gov.au/id/feature/ga/er/mine/815830,-22.9026,148.551
815831,Mount Owen Complex,operating mine,Coal - black,,,,other method,999 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/operating,http://resource.geosciml.org/classifier/cgi/commodity-code/black-coal,http://pid.geoscience.gov.au/id/feature/ga/er/mine/815831,-31.5724,151.957
815832,Glendell,operating mine,Coal - black,,,,method unknown,999 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/operating,http://resource.geosciml.org/classifier/cgi/commodity-code/black-coal,http://pid.geoscience.gov.au/id/feature/ga/er/mine/815832,-32.4512,151.0776
815836,Enterprise Mine 3000 & 3500 Orebodies,operating mine,"Copper, Cobalt",Glencore Plc,,,other method, metres,http://www.glencore.com/,http://resource.geosciml.org/classifier/cgi/mine-status/operating,http://resource.geosciml.org/classifier/cgi/commodity-code/copper,http://pid.geoscience.gov.au/id/feature/ga/er/mine/815836,-20.725,139.47818
815838,Black Rock Cave,care and maintenance,Copper,Glencore Plc,31/08/2024,,other method,999 metres,http://www.glencore.com/,http://resource.geosciml.org/classifier/cgi/mine-status/care-and-maintenance,http://resource.geosciml.org/classifier/cgi/commodity-code/copper,http://pid.geoscience.gov.au/id/feature/ga/er/mine/815838,-20.74339211,139.4783449
815895,Broadmeadow,operating mine,Coal - black,,,,method unknown,999 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/operating,http://resource.geosciml.org/classifier/cgi/commodity-code/black-coal,http://pid.geoscience.gov.au/id/feature/ga/er/mine/815895,-21.809149,148.151372
858501,Yendon (HPA),care and maintenance,Alumina - High Purity,Peak Minerals Ltd,,,"satellite image, Google",500 metres,https://www.peakminerals.com.au/,http://resource.geosciml.org/classifier/cgi/mine-status/care-and-maintenance,,http://pid.geoscience.gov.au/id/feature/ga/er/mine/858501,-37.6776,144.0342
860080,Carosue Dam,operating mine,Gold,Northern Star Resources Limited,,,method unknown, metres,http://www.nsrltd.com/,http://resource.geosciml.org/classifier/cgi/mine-status/operating,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/860080,-30.12,122.35
865432,Glendale,historic mine,Gold,,1/01/1997,,"State or NT agency supplied location, method unknown",50 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/865432,-33.5866,149.003
865584,Gilberton,historic mine,Gold,,,,"State or NT agency supplied location, method unknown",50 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/865584,-19.2655,143.6695
865711,Daydream,historic mine,Silver,,,,"State or NT agency supplied location, method unknown",50 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/silver,http://pid.geoscience.gov.au/id/feature/ga/er/mine/865711,-31.8144,141.351
865712,Globe,historic mine,"Gold, Silver",,,,"State or NT agency supplied location, method unknown",20 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/865712,-26.6422,118.4942
865713,Globe West,historic mine,"Gold, Silver",,,,"State or NT agency supplied location, method unknown",20 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/865713,-26.6499,118.4844
866811,Goschen,under development,"Ilmenite, Rutile, Leucoxene, Zircon, Monazite, Xenotime, Rare earth oxides",VHM Limited,31/07/2014,,map,100 metres,https://www.vhmltd.com.au/,http://resource.geosciml.org/classifier/cgi/mine-status/under-development,http://resource.geosciml.org/classifier/cgi/commodity-code/ilmenite,http://pid.geoscience.gov.au/id/feature/ga/er/mine/866811,-35.603184,143.450855
920588,Cashman's Find,historic mine,Gold,,,,"State or NT agency supplied location, method unknown",100 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/920588,-25.9673,118.6194
920589,Gourdis-Vause,closed,Gold,,,,"State or NT agency supplied location, method unknown",5000 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/closed,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/920589,-26.5907,120.8108
925048,Montreal Goldfields,historic mine,,,,,"State or NT agency supplied location, method unknown", metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/925048,-36.3856,150.07
925232,Richmond Vanadium Project,bankable feasibility,"Vanadium, Molybdenum, (Nickel, Vanadium pentoxide)","Horizon Minerals Ltd., Richmond Vanadium Technology",,,"company supplied location, method unknown",2000 metres,https://horizonminerals.com.au/,,http://resource.geosciml.org/classifier/cgi/commodity-code/vanadium,http://pid.geoscience.gov.au/id/feature/ga/er/mine/925232,-20.165086,142.169044
925233,Lilyvale,bankable feasibility,"Vanadium, (Molybdenum, Nickel)","Horizon Minerals Ltd., Richmond Vanadium Technology",,,"company supplied location, method unknown", metres,https://horizonminerals.com.au/,,http://resource.geosciml.org/classifier/cgi/commodity-code/vanadium,http://pid.geoscience.gov.au/id/feature/ga/er/mine/925233,-20.4652,142.8024
925234,Manfred,bankable feasibility,"Vanadium, (Molybdenum, Nickel)","Horizon Minerals Ltd., Richmond Vanadium Technology",,,map,5000 metres,https://horizonminerals.com.au/,,http://resource.geosciml.org/classifier/cgi/commodity-code/vanadium,http://pid.geoscience.gov.au/id/feature/ga/er/mine/925234,-20.28681,141.81342
927994,Esmeralda Graphite Project,pre-feasibility,Graphite,,,,"unpublished report, method unknown", metres,,,http://resource.geosciml.org/classifier/cgi/commodity-code/graphite,http://pid.geoscience.gov.au/id/feature/ga/er/mine/927994,-18.81954709,142.2186314
928042,Makuutu,under development,Rare earth elements,,,,"company supplied location, method unknown",100 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/under-development,http://resource.geosciml.org/classifier/cgi/commodity-code/rare-earth-element,http://pid.geoscience.gov.au/id/feature/ga/er/mine/928042,0.513629,33.571583
928126,Morro Solar,care and maintenance,"Copper, Zinc",,,,"published report, method unknown",500 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/care-and-maintenance,http://resource.geosciml.org/classifier/cgi/commodity-code/copper,http://pid.geoscience.gov.au/id/feature/ga/er/mine/928126,-11.593514,-76.147451
928127,Ivette,care and maintenance,"Zinc, Lead",,,,"published report, method unknown",500 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/care-and-maintenance,http://resource.geosciml.org/classifier/cgi/commodity-code/zinc,http://pid.geoscience.gov.au/id/feature/ga/er/mine/928127,-11.593514,-76.147451
928128,Toromocho,care and maintenance,Copper,,,,"published report, method unknown",500 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/care-and-maintenance,http://resource.geosciml.org/classifier/cgi/commodity-code/copper,http://pid.geoscience.gov.au/id/feature/ga/er/mine/928128,-11.614392,-76.148427
928129,Isabel,care and maintenance,"Zinc, Lead, Silver",,,,"published report, method unknown",500 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/care-and-maintenance,http://resource.geosciml.org/classifier/cgi/commodity-code/zinc,http://pid.geoscience.gov.au/id/feature/ga/er/mine/928129,-11.59471,-76.128057
928130,Lower Ombla,care and maintenance,"Zinc, Lead, Silver",,,,"published report, method unknown",500 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/care-and-maintenance,http://resource.geosciml.org/classifier/cgi/commodity-code/zinc,http://pid.geoscience.gov.au/id/feature/ga/er/mine/928130,-11.601734,-76.14552
928131,Manto Italia,care and maintenance,"Zinc, Lead, Silver, Copper",,,,"published report, method unknown",500 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/care-and-maintenance,http://resource.geosciml.org/classifier/cgi/commodity-code/zinc,http://pid.geoscience.gov.au/id/feature/ga/er/mine/928131,-11.591002,-76.136113
928132,Porvenir,care and maintenance,"Zinc, Lead, Silver",,,,"published report, method unknown",500 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/care-and-maintenance,http://resource.geosciml.org/classifier/cgi/commodity-code/zinc,http://pid.geoscience.gov.au/id/feature/ga/er/mine/928132,-11.625966,-76.139683
928133,Ramal Alianza,care and maintenance,"Zinc, Lead, Silver",,,,"published report, method unknown",500 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/care-and-maintenance,http://resource.geosciml.org/classifier/cgi/commodity-code/zinc,http://pid.geoscience.gov.au/id/feature/ga/er/mine/928133,-11.59471,-76.128057
928134,Rosita/Rubí,care and maintenance,"Zinc, Lead, Silver",,,,"published report, method unknown",500 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/care-and-maintenance,http://resource.geosciml.org/classifier/cgi/commodity-code/zinc,http://pid.geoscience.gov.au/id/feature/ga/er/mine/928134,-11.59471,-76.128057
928165,Bleiberg,historic mine,"Lead, Zinc, Germanium",,,,"unpublished report, method unknown",2000 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/lead,http://pid.geoscience.gov.au/id/feature/ga/er/mine/928165,46.61457343,13.69043103
928166,Jauken,historic mine,"Zinc, Lead",,1/01/1901,,"unpublished report, method unknown",2000 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/zinc,http://pid.geoscience.gov.au/id/feature/ga/er/mine/928166,46.69622605,13.07190248
928167,Kolm in Dellach,closed,"Lead, Zinc",,1/01/1946,,"unpublished report, method unknown",2000 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/closed,http://resource.geosciml.org/classifier/cgi/commodity-code/lead,http://pid.geoscience.gov.au/id/feature/ga/er/mine/928167,46.74140989,13.26039387
928168,Pirkach,historic mine,"Lead, Zinc",,1/01/1900,,"unpublished report, method unknown",2000 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/lead,http://pid.geoscience.gov.au/id/feature/ga/er/mine/928168,46.75450613,12.9387722
928169,Radnig,historic mine,"Lead, Zinc",,1/01/1900,,"unpublished report, method unknown",2000 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/lead,http://pid.geoscience.gov.au/id/feature/ga/er/mine/928169,46.67723756,13.28346099
928170,Windisch-Bleiberg,closed,"Lead, Zinc",,1/01/1944,,"unpublished report, method unknown",2000 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/closed,http://resource.geosciml.org/classifier/cgi/commodity-code/lead,http://pid.geoscience.gov.au/id/feature/ga/er/mine/928170,46.63901429,13.57311821
928171,Hochobir I,historic mine,"Lead, Zinc",,1871-01-01,,"unpublished report, method unknown",2000 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/lead,http://pid.geoscience.gov.au/id/feature/ga/er/mine/928171,46.49038865,14.51162076
928172,Mežica,closed,"Lead, Zinc",,1/01/1995,,"unpublished report, method unknown",2000 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/closed,http://resource.geosciml.org/classifier/cgi/commodity-code/lead,http://pid.geoscience.gov.au/id/feature/ga/er/mine/928172,46.54753081,14.89123978
928173,Nassereith,historic mine,"Lead, Zinc",,1879-01-01,,"unpublished report, method unknown",2000 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/lead,http://pid.geoscience.gov.au/id/feature/ga/er/mine/928173,47.31240135,10.90227438
928174,St. Veit-Tarrentonalm,closed,"Zinc, Lead",,1/01/1933,,"unpublished report, method unknown",2000 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/closed,http://resource.geosciml.org/classifier/cgi/commodity-code/zinc,http://pid.geoscience.gov.au/id/feature/ga/er/mine/928174,47.30078214,10.73157764
928176,Koprein - Spitzberg,historic mine,"Lead, Zinc, Copper",,,,"unpublished report, method unknown",2000 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/lead,http://pid.geoscience.gov.au/id/feature/ga/er/mine/928176,46.47586678,14.6724316
928177,Meiselding,closed,"Lead, Zinc, Silver",,1/01/1944,,"unpublished report, method unknown",2000 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/closed,http://resource.geosciml.org/classifier/cgi/commodity-code/lead,http://pid.geoscience.gov.au/id/feature/ga/er/mine/928177,46.82512573,14.36135491
928178,Vellach-Metnitz,historic mine,"Zinc, Lead",,1/01/1900,,"unpublished report, method unknown",2000 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/zinc,http://pid.geoscience.gov.au/id/feature/ga/er/mine/928178,46.94854333,14.18736286
928179,Oberzeiring,historic mine,"Lead, Zinc, Copper",,1887-01-01,,"unpublished report, method unknown",2000 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/lead,http://pid.geoscience.gov.au/id/feature/ga/er/mine/928179,47.26702726,14.40155761
928180,Tösens (Platzer- and Berglertal),closed,"Zinc, Lead",,1/01/1951,,"unpublished report, method unknown",2000 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/closed,http://resource.geosciml.org/classifier/cgi/commodity-code/zinc,http://pid.geoscience.gov.au/id/feature/ga/er/mine/928180,46.93661936,10.64326349
929375,Empire State No. 2,historic mine,Zinc,,1/01/1998,,"State or NT agency supplied location, method unknown",1500 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/zinc,http://pid.geoscience.gov.au/id/feature/ga/er/mine/929375,44.252388,-75.402387
929376,ZCA No. 3,historic mine,"Zinc, Lead",,1/01/1985,,"State or NT agency supplied location, method unknown",1500 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/zinc,http://pid.geoscience.gov.au/id/feature/ga/er/mine/929376,44.266619,-75.402291
929393,Brunnenköpfe,closed,"Zinc, Lead, Copper",,1/01/1930,,"published report, method unknown",2000 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/closed,http://resource.geosciml.org/classifier/cgi/commodity-code/zinc,http://pid.geoscience.gov.au/id/feature/ga/er/mine/929393,47.12831087,10.19706686
929394,Lafatsch,closed,"Zinc, Lead, Fluorite",,1/01/1967,,"published report, method unknown",500 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/closed,http://resource.geosciml.org/classifier/cgi/commodity-code/zinc,http://pid.geoscience.gov.au/id/feature/ga/er/mine/929394,47.38600234,11.34433293
929395,Amelia,closed,"Lead, Zinc",,,,"published report, method unknown",1000 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/closed,http://resource.geosciml.org/classifier/cgi/commodity-code/lead,http://pid.geoscience.gov.au/id/feature/ga/er/mine/929395,42.38627787,-90.39798322
929396,Beadle,closed,"Lead, (Zinc)",,,,"published report, method unknown",1000 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/closed,http://resource.geosciml.org/classifier/cgi/commodity-code/lead,http://pid.geoscience.gov.au/id/feature/ga/er/mine/929396,42.46947506,-90.72692208
929397,Deardorff,closed,"Fluorite, Lead, Silver, Zinc",,,,"published report, method unknown",1000 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/closed,http://resource.geosciml.org/classifier/cgi/commodity-code/fluorite,http://pid.geoscience.gov.au/id/feature/ga/er/mine/929397,37.52048514,-88.199078
