ENO,DEPOSIT_NAME,SYNONYMS,STATE,LONG_GDA94,LAT_GDA94,ACCURACY_M,OPERATING_STATUS,COMMODITY_PRIMARY,COMMODITY_SECONDARY,COMMODITY_NAMES,COMPANIES,COMPANY_WEBSITES,PROVINCES,GEOLOGIC_AGE,DEPOSIT_MODEL
569086,Golden Kilometre,Mount Pleasant Project,WA,121.235,-30.5193,500,historic mine,Au,,Gold,"Zijin Mining Group Company Ltd, Norton Gold Fields Limited","http://www.zjky.cn, http://www.nortongoldfields.com.au/",Yilgarn Craton,Archean,"Environment: Metamorphic hydrothermal, Group: Orogenic, Type: Mesozonal orogenic gold"
569089,Extension Hill Magnetite (Asia Iron Australia Ltd),,WA,117.1614,-29.5772,500,mineral deposit,Fe,FeOre,"Iron, (Iron ore)",Asia Iron Australia Limited,http://www.asiairon.com.au/,Yilgarn Craton,Archean,
569095,Belview,,QLD,149,-23.6833,1000,mineral deposit,Cbl,,Coal - black,Stanmore Coal Limited,http://stanmorecoal.com.au/,Bowen Basin,,
569109,Tennyson,,QLD,148.1,-23.4833,1000,mineral deposit,Cbl,,Coal - black,Stanmore Coal Limited,http://stanmorecoal.com.au/,Bowen Basin,,
569136,Maryborough Basin T9 West,,QLD,152.45,-25.85,1000,mineral deposit,Cbl,,Coal - black,Tiaro Coal Limited,http://www.tiarocoal.com.au/,Maryborough Basin,,
569149,Nannine Project,,WA,118.3464,-26.8848,999,historic mine,Au,,Gold,Westgold Resources Limited,http://www.westgold.com.au/,Yilgarn Craton,Archean,
569152,Five Mile Well,Meekatharra North Project,WA,118.5409,-26.5293,500,historic mine,Au,,Gold,"Metals X Limited, Reed Resources Limited, Westgold Resources Limited","http://www.metalsx.com.au/, http://www.reedresources.com/, http://www.westgold.com.au/",Yilgarn Craton,Archean,
569161,Davyhurst Mill,Davyhurst Project,WA,120.6706,-30.0362,500,historic mine,Au,,Gold,"Ora Banda Mining Ltd, Swan Gold Mining Limited","http://www.orabandamining.com.au, http://www.swangoldmining.com.au/",Yilgarn Craton,,
569163,Riverina Project,Riverina Project,WA,120.5652,-29.7519,1000,historic mine,Au,,Gold,Ora Banda Mining Ltd,http://www.orabandamining.com.au,Yilgarn Craton,Archean,
569165,Silver Tongue,Riverina Project,WA,120.577,-29.7427,500,mineral deposit,Au,,Gold,Ora Banda Mining Ltd,http://www.orabandamining.com.au,Yilgarn Craton,Archean,
569167,Forehand,Riverina Project,WA,120.5745,-29.7505,500,mineral deposit,Au,,Gold,Ora Banda Mining Ltd,http://www.orabandamining.com.au,Yilgarn Craton,Archean,
569169,Makai Shoot,Davyhurst Project,WA,120.6632,-30.0291,500,historic mine,Au,,Gold,"Ora Banda Mining Ltd, Swan Gold Mining Limited","http://www.orabandamining.com.au, http://www.swangoldmining.com.au/",Yilgarn Craton,Archean,
569171,Mount Banjo,Davyhurst Project,WA,120.6509,-30.1567,500,mineral deposit,Au,,Gold,"Ora Banda Mining Ltd, Swan Gold Mining Limited","http://www.orabandamining.com.au, http://www.swangoldmining.com.au/",Yilgarn Craton,Archean,
569181,Hickman (Atlas Iron),"Hickman, McCamey's North, Warrawanda, Western Creek",WA,120.0393,-23.7068,1000,mineral deposit,"FeOre, Fe",,"Iron ore, Iron",Atlas Iron Ltd,http://www.atlasiron.com.au,Pilbara Craton,,
569183,Galaxy - Wiluna,Matilda Gold Project,WA,120.2011,-26.5195,500,mineral deposit,Au,,Gold,Blackham Resources Limited,http://www.blackhamresources.com.au/,Yilgarn Craton,Archean,
569187,Baldric,Wiluna Project,WA,120.2436,-26.6199,500,mineral deposit,Au,,Gold,Apex Minerals NL,http://apexminerals.com.au/,Yilgarn Craton,Archean,
569194,Burgandy - Calais,Wiluna Project,WA,120.2421,-26.6235,500,mineral deposit,Au,,Gold,"Apex Minerals NL, Blackham Resources Limited","http://apexminerals.com.au/, http://www.blackhamresources.com.au/",Yilgarn Craton,Archean,
569199,East Lode,Wiluna Project,WA,120.2397,-26.6337,500,mineral deposit,Au,,Gold,"Apex Minerals NL, Blackham Resources Limited","http://apexminerals.com.au/, http://www.blackhamresources.com.au/",Yilgarn Craton,Archean,
569203,West Lode - Calvert (Wiluna),Wiluna Project,WA,120.2381,-26.6309,500,historic mine,Au,,Gold,"Apex Minerals NL, Blackham Resources Limited","http://apexminerals.com.au/, http://www.blackhamresources.com.au/",Yilgarn Craton,Archean,
569208,Happy Jack,,WA,120.2394,-26.6201,500,historic mine,Au,,Gold,"Apex Minerals NL, Blackham Resources Limited","http://apexminerals.com.au/, http://www.blackhamresources.com.au/",Yilgarn Craton,Archean,
569209,Essex,Wiluna Project,WA,120.2422,-26.6229,500,mineral deposit,Au,,Gold,"Apex Minerals NL, Blackham Resources Limited","http://apexminerals.com.au/, http://www.blackhamresources.com.au/",Yilgarn Craton,Archean,
569210,Lone Hand,Wiluna Project,WA,120.2361,-26.6078,500,historic mine,Au,,Gold,"Apex Minerals NL, Blackham Resources Limited","http://apexminerals.com.au/, http://www.blackhamresources.com.au/",Yilgarn Craton,Archean,
569211,North Mine,Wiluna Project,WA,120.2408,-26.6262,500,historic mine,Au,,Gold,"Apex Minerals NL, Blackham Resources Limited","http://apexminerals.com.au/, http://www.blackhamresources.com.au/",Yilgarn Craton,Archean,
569215,Wiluna Queen,Wiluna Project,WA,120.2432,-26.6406,500,mineral deposit,Au,,Gold,"Apex Minerals NL, Blackham Resources Limited","http://apexminerals.com.au/, http://www.blackhamresources.com.au/",Yilgarn Craton,Archean,
569221,Squib,Wiluna Project,WA,120.2419,-26.6142,500,historic mine,Au,,Gold,"Apex Minerals NL, Blackham Resources Limited","http://apexminerals.com.au/, http://www.blackhamresources.com.au/",Yilgarn Craton,Archean,
569223,Golden Age - Wiluna,Wiluna Project,WA,120.246,-26.6018,500,operating mine,Au,,Gold,"Apex Minerals NL, Blackham Resources Limited","http://apexminerals.com.au/, http://www.blackhamresources.com.au/",Yilgarn Craton,Archean,
887460,Corella,,,140.2068,-20.7175,,mineral deposit,Gr,,Graphite,Lithium Energy Ltd,https://lithiumenergy.com.au/who-we-are/,,,
887509,Pine Ridge,,,149.2941,-33.9353,,mineral deposit,Au,,Gold,Argent Minerals Limited,http://www.argentminerals.com.au/,,,
887525,Patricia Jean,,,121.1643,-30.91,,mineral deposit,Au,,Gold,Focus Minerals Limited,http://www.focusminerals.com.au/,,,
887528,Jolly Briton,,,121.1644,-30.9157,,mineral deposit,Au,,Gold,Focus Minerals Limited,http://www.focusminerals.com.au/,,,
888041,Steam Engine,,,144.7409,-19.0156,,mineral deposit,Au,,Gold,Superior Resources Limited,http://www.superiorresources.com.au/,,,
888043,Monger North Project,Mount Monger,,121.8106,-31.0055,,mineral deposit,Au,,Gold,"Asra Minerals Ltd, Monger Gold Ltd",https://asraminerals.com.au/,,,
893545,Euro South,,,122.3983,-28.7322,,mineral deposit,Au,,Gold,Focus Minerals Limited,http://www.focusminerals.com.au/,,,
893547,Euro North,,,122.396,-28.7268,,mineral deposit,Au,,Gold,Focus Minerals Limited,http://www.focusminerals.com.au/,,,
893549,Lancefield Far North,,,122.4143,-28.4811,,mineral deposit,Au,,Gold,Focus Minerals Limited,http://www.focusminerals.com.au/,,,
893552,Endeavour,,,121.2529,-27.9618,,mineral deposit,Au,,Gold,"Central Iron Ore Ltd, BK Gold Mines Pty Ltd","https://www.centralironorelimited.com/, https://www.bkgm.com.au/",,,
513740,Osborne - magnetite tailings,"TSF1, TSF2",QLD,140.58,-22.093,999,mineral deposit,"FeOre, Fe",,"Iron ore, Iron",Barrick Gold Corporation,http://www.barrick.com/,Mount Isa Orogen,,
513745,Moran,,WA,121.6785,-31.1931,100,care and maintenance,"Cu, Ni, PGE, Co",,"Copper, Nickel, Platinum group elements, Cobalt",Independence Group NL,http://www.igo.com.au/IRM/content/home.html,Yilgarn Craton,,"Environment: Magmatic, Group: Komatiite, Type: Komatiite nickel-copper-PGE"
514156,Westralia,Mount Morgans Gold Project,WA,122.0679,-28.7696,500,operating mine,Au,,Gold,"Dacian Gold Limited, Range River Gold Limited","http://daciangold.com.au/, http://www.rangerivergold.com.au/",Yilgarn Craton,Archean,
514158,King Street,Mount Morgans Gold Project,WA,122.0681,-28.7744,500,mineral deposit,Au,,Gold,"Dacian Gold Limited, Range River Gold Limited","http://daciangold.com.au/, http://www.rangerivergold.com.au/",Yilgarn Craton,Archean,
514160,Jupiter,Mount Morgans Gold Project,WA,122.2192,-28.8072,500,operating mine,Au,,Gold,"Dacian Gold Limited, Range River Gold Limited","http://daciangold.com.au/, http://www.rangerivergold.com.au/","Yilgarn Craton, Eastern Goldfields Alkaline Province, Kurnalpi Terrane",Archean,"Environment: Metamorphic hydrothermal, Group: Orogenic, Type: Mesozonal orogenic gold"
514162,Craic,Mount Morgans Gold Project,WA,122.0811,-28.7574,500,closed,Au,,Gold,"Dacian Gold Limited, Range River Gold Limited","http://daciangold.com.au/, http://www.rangerivergold.com.au/",Yilgarn Craton,Archean,"Environment: Metamorphic hydrothermal, Group: Orogenic, Type: Mesozonal orogenic gold"
514176,Magic/Mirror,Mount Monger Project,WA,121.9384,-31.0362,500,historic mine,Au,,Gold,Silver Lake Resources Limited,http://www.silverlakeresources.com.au/,Yilgarn Craton,Archean,"Environment: unknown, Group: unknown, Type: unknown"
514528,Daltons (Mount Webber-Atlas JV Hoama),Mt Webber,WA,119.3074,-21.5248,999,mineral deposit,"FeOre, Fe",,"Iron ore, Iron",Atlas Iron Ltd,http://www.atlasiron.com.au,Pilbara Craton,,
514532,Oban,,SA,140.7796,-31.1929,100,mineral deposit,"U, U3O8",,"Uranium, Uranium oxide",Curnamona Energy Limited,http://www.curnamona-energy.com.au/,Curnamona Province,,
514534,Caramulla South (Atlas),,WA,120.3606,-23.394,999,mineral deposit,"FeOre, Fe",,"Iron ore, Iron",Atlas Iron Ltd,http://www.atlasiron.com.au,Pilbara Craton,,
514536,Cobar and Mainline,"13 Deposits including Belah Tank, Gromit, Quartermaine, Wendoline",NSW,146.43,-30.82,999,mineral deposit,"FeOre, Fe, Hem",,"Iron ore, Iron, Hematite","3E Steel Pty Ltd, Eastern Iron Ltd","http://3esteel.com/, http://www.easterniron.com.au/",Lachlan Orogen,,
514558,Tin Hut Creek,Surat Project,QLD,150.153,-26.408,999,mineral deposit,Cbl,,Coal - black,Baralaba Coal Company Limited,http://www.baralabacoal.com.au/,Surat Basin,,
514561,Bottle Tree,Surat Project,QLD,150.179,-26.156,999,mineral deposit,Cbl,,Coal - black,"Bunji Corporation Ltd, Baralaba Coal Company Limited",http://www.baralabacoal.com.au/,Surat Basin,,
514564,Davies Road,Surat Project,QLD,150.4192,-26.6025,999,mineral deposit,Cbl,,Coal - black,"Bunji Corporation Ltd, Baralaba Coal Company Limited",http://www.baralabacoal.com.au/,Surat Basin,,
514566,Westgrove,Underground Coal Gasification Project,QLD,148.423,-25.578,999,mineral deposit,Cbl,,Coal - black,Liberty Resources Ltd,http://www.libertyresources.com.au,Surat Basin,,
514569,Merivale,Underground Coal Gasification Project,QLD,148.316,-25.578,999,mineral deposit,Cbl,,Coal - black,Liberty Resources Ltd,http://www.libertyresources.com.au,Surat Basin,,
514571,Andrew,Underground Coal Gasification Project,QLD,150.174,-26.818,999,mineral deposit,Cbl,,Coal - black,Liberty Resources Ltd,http://www.libertyresources.com.au,Surat Basin,,
514573,Lauren,Underground Coal Gasification Project,QLD,150.355,-26.996,999,mineral deposit,Cbl,,Coal - black,Liberty Resources Ltd,http://www.libertyresources.com.au,Surat Basin,,
514575,Sargon,Underground Coal Gasification Project,WA,114.944,-29.138,999,mineral deposit,Cbl,,Coal - black,Eneabba Gas Ltd,http://www.eneabbagas.com.au/,Perth Basin,,
514599,Halfway Hill,Kurnalpi Project,WA,122.2026,-30.5251,500,mineral deposit,Au,,Gold,"KalNorth Gold Mines Limited, Carrick Gold Limited","http://www.kalnorthgoldmines.com/irm/content/home.html, http://www.carrickgold.com/",Yilgarn Craton,Archean,
514601,Elliots Lode,Carosue Dam Project,WA,122.3214,-30.0714,500,mineral deposit,Au,,Gold,Saracen Mineral Holdings Limited,http://www.saracen.com.au/,Yilgarn Craton,Archean,
569225,Moonlight - Kanowna,Kanowna Belle Project,WA,121.6123,-30.5771,500,historic mine,Au,,Gold,"Northern Star Resources Limited, Barrick Gold Corporation","http://www.nsrltd.com/, http://www.barrick.com/",Yilgarn Craton,Archean,
569262,Roper Heavy Minerals,,NT,134.0546,-14.93,10000,operating mine,"Mnsd, HM","Ilm, Mag","Mineral sands, Heavy minerals, (Ilmenite, Magnetite)",Australian Ilmenite Resources Pty Ltd,http://ilmenite.com.au,,,
569267,Kookaburra Gully,,SA,135.9107,-34.4002,,feasibility,Gr,,Graphite,Lincoln Minerals Limited,http://www.lincolnminerals.com.au,"Gawler Craton, Cleve Domain",,"Environment: Metamorphic, Group: Metamorphic, Type: Metamorphic graphite"
569297,Uley Graphite,,SA,135.7,-34.797,50,under development,Gr,,Graphite,Quantum Graphite Ltd,http://quantumgraphite.com,"Gawler Craton, Cleve Domain",,"Environment: Metamorphic, Group: Metamorphic, Type: Metamorphic graphite"
569375,Wagtail,Nicolson's Project,WA,127.3543,-18.425,500,mineral deposit,Au,,Gold,Pantoro Ltd,http://www.pantoro.com.au,,,
569380,Earaheedy Manganese (Zenith),,WA,120.6262,-25.657,100,mineral deposit,"MnOre, FeOre, Fe","Mn, Mag","Manganese ore, Iron ore, (Manganese, Iron, Magnetite)",Zenith Minerals Limited,http://www.zenithminerals.com.au/,Yilgarn Craton,,
569398,Bush Pig,Mt Holland Gold Project,WA,119.7395,-32.1273,500,historic mine,Au,,Gold,Convergent Minerals Limited,http://www.convergentminerals.com/,Yilgarn Craton,Archean,
569399,Victory,Mt Holland Gold Project,WA,119.7852,-32.1276,500,mineral deposit,Au,,Gold,Convergent Minerals Limited,http://www.convergentminerals.com/,Yilgarn Craton,Archean,
569449,Cinnamon,Plutonic Dome Project,WA,119.7128,-25.1653,500,historic mine,Au,,Gold,"Vango Mining Ltd, Dampier Gold Limited","http://www.vangomining.com, http://www.dampiergold.com/",Yilgarn Craton,,
569534,Barnicoat Project,Barnicoat Project,WA,122.507,-28.632,999,historic mine,Au,,Gold,Focus Minerals Limited,http://www.focusminerals.com.au/,Yilgarn Craton,Archean,
569536,Central Laverton Project,Central Laverton Project,WA,122.39,-28.67,999,mineral deposit,Au,,Gold,Focus Minerals Limited,http://www.focusminerals.com.au/,Yilgarn Craton,Archean,
569538,Chatterbox Shear Project,Chatterbox Shear Project,WA,122.317,-28.659,999,mineral deposit,Au,,Gold,Focus Minerals Limited,http://www.focusminerals.com.au/,Yilgarn Craton,Archean,
569540,Jasper Hills Project,Jasper Hills Project,WA,123.141,-29.114,999,historic mine,Au,,Gold,Unnamed Owner,,Yilgarn Craton,Archean,
569544,DL-130 AREA TAS,Rubble Flat,TAS,146.749,-41.465,500,under development,"Bx, Al2O3",,"Bauxite, Alumina",Australian Bauxite Limited,http://www.australianbauxite.com.au,Lachlan Orogen,,
569546,Lindsays-Bayleys Project,Lindsays-Bayleys Project,WA,121.1782,-30.95,999,historic mine,Au,,Gold,Focus Minerals Limited,http://www.focusminerals.com.au/,Yilgarn Craton,Archean,"Environment: Metamorphic hydrothermal, Group: Orogenic, Type: Mesozonal orogenic gold"
569548,Toondoon,"Brovinia, Brovinia 2, ML 80126, ML80126, Red Hill",QLD,151.146,-25.765,15000,mineral deposit,"Bx, Al2O3",,"Bauxite, Alumina",Zeotech Ltd,http://www.zeotech.com.au,,,"Environment: Supergene, Group: Laterite, Type: Bauxite"
569550,Tindals Project,Tindals Project,WA,121.177,-30.99,999,historic mine,Au,,Gold,Focus Minerals Limited,http://www.focusminerals.com.au/,Yilgarn Craton,Archean,
569855,Hey Point,,QLD,141.89,-12.733,1000,mineral deposit,"Bx, Al2O3",,"Bauxite, Alumina","Cape Alumina Limited, Metro Mining Limited, Racle Resources Pty Ltd","http://www.capealumina.com.au, http://www.metromining.com.au/",Karumba Basin,,
569863,Guyra Bauxite Project,,NSW,151.6869,-30.212,1000,mineral deposit,Bx,Al2O3,"Bauxite, (Alumina)",Australian Bauxite Limited,http://www.australianbauxite.com.au,,,
569872,Ceres,"East Darling Range Project, Williams Project",WA,116.783,-32.906,1000,mineral deposit,"Bx, Al2O3",Sic,"Bauxite, Alumina, (Silica)",Australian Silica Quartz Group Ltd,,Yilgarn Craton,,
569874,Lake Giles-Ularring Hematite (Macarthur Minerals),,WA,119.987,-29.9782,500,mineral deposit,Fe,FeOre,"Iron, (Iron ore)",Macarthur Minerals Ltd,http://macarthurminerals.com/,Yilgarn Craton,,
569876,Crusader,Agnew Gold Project,WA,120.4753,-28.0888,500,historic mine,Au,,Gold,Gold Fields Limited,http://www.goldfields.co.za/,Yilgarn Craton,Archean,"Environment: Magmatic hydrothermal, Group: Intrusion-related"
569878,Songvang,Agnew Gold Project,WA,120.4616,-28.1417,500,historic mine,Au,,Gold,Gold Fields Limited,http://www.goldfields.co.za/,Yilgarn Craton,Archean,
569880,Apollo - St Ives,St Ives Project,WA,121.7825,-31.3948,500,care and maintenance,Au,,Gold,Gold Fields Limited,http://www.goldfields.co.za/,Yilgarn Craton,Archean,
569882,Athena,St Ives Project,WA,121.8049,-31.4006,500,historic mine,Au,,Gold,Gold Fields Limited,http://www.goldfields.co.za/,Yilgarn Craton,Archean,
569884,Bahama,St Ives Project,WA,121.6851,-31.2554,500,historic mine,Au,,Gold,Gold Fields Limited,http://www.goldfields.co.za/,Yilgarn Craton,Archean,
569886,Bellerophon,St Ives Project,WA,121.7929,-31.304,500,historic mine,Au,,Gold,Gold Fields Limited,http://www.goldfields.co.za/,Yilgarn Craton,Archean,"Environment: unknown, Group: unknown, Type: unknown"
569888,Clifton,St Ives Project,WA,121.8162,-31.3884,500,historic mine,Au,,Gold,Gold Fields Limited,http://www.goldfields.co.za/,Yilgarn Craton,Archean,
569892,Conqueror,St Ives Project,WA,121.7714,-31.3359,500,historic mine,Au,,Gold,Gold Fields Limited,http://www.goldfields.co.za/,Yilgarn Craton,Archean,
569893,Delta Island,St Ives Project,WA,121.7334,-31.2912,500,historic mine,Au,,Gold,Gold Fields Limited,http://www.goldfields.co.za/,Yilgarn Craton,Archean,
569894,Formidable,St Ives Project,WA,121.6955,-31.2391,500,historic mine,Au,,Gold,Gold Fields Limited,http://www.goldfields.co.za/,Yilgarn Craton,Archean,
569895,Hamlet,St Ives Project,WA,121.8122,-31.4001,500,operating mine,Au,,Gold,Gold Fields Limited,http://www.goldfields.co.za/,Yilgarn Craton,Archean,
569897,Idough,St Ives Project,WA,121.7974,-31.3497,500,historic mine,Au,,Gold,Gold Fields Limited,http://www.goldfields.co.za/,Yilgarn Craton,Archean,
569901,Junction,St Ives Project,WA,121.8373,-31.4576,500,historic mine,Au,,Gold,Gold Fields Limited,http://www.goldfields.co.za/,Yilgarn Craton,Archean,"Environment: Metamorphic hydrothermal, Group: Orogenic, Type: Mesozonal orogenic gold"
333328,East Scotia,,WA,121.457,-31.1823,999,mineral deposit,Ni,,Nickel,,,"Yilgarn Craton, Eastern Goldfields Province, Kambalda Nickel Metallogenic Province",Archean,
334413,Beaufort,,SA,138.1847,-34.079,999,mineral deposit,Cbr,,Coal - brown,,,St Vincent Basin,,
335019,Mount Edwards,Widgiemooltha,WA,121.5411,-31.4528,100,historic mine,Ni,,Nickel,,,"Yilgarn Craton, Eastern Goldfields Province, Kambalda Nickel Metallogenic Province",Archean,"Environment: Magmatic, Group: Komatiite, Type: Komatiite nickel-copper-PGE"
870385,Enterprise,,,139.9862,-20.0756,1000,mineral deposit,Cu,,Copper,,,,,
335936,Tumbarumba,"Batlow, Reedy Flat",NSW,148.0281,-35.8194,250,historic mine,"Sn, Au",,"Tin, Gold",,,"Lachlan Orogen, Lachlan Orogen, Adelong Gold Metallogenic Province",Paleozoic,
334354,Bakers South,,WA,119.3311,-23.1974,100,mineral deposit,Fe,,Iron,,,Hamersley Basin,Archean,
334453,Perseverance,,WA,127.9138,-17.8316,250,mineral deposit,Au,,Gold,,,,Proterozoic,
335940,Great Northern Gully,,QLD,145.3889,-17.3795,250,historic mine,Sn,,Tin,,,Hodgkinson Province,,"Environment: Magmatic hydrothermal, Group: Greisen, Type: Greisen tin ± W-Mo"
545096,McCameys North,,WA,120.1767,-23.3458,999,mineral deposit,"Fe, FeOre",,"Iron, Iron ore",,,Pilbara Craton,,
333315,Western,,QLD,139.9062,-20.1746,100,historic mine,"Au, Cu",,"Gold, Copper",,,"Mount Isa Orogen, Kalkadoon-Leichhardt Belt",Proterozoic,
334522,Paradise Bore,,WA,119.9606,-28.6908,500,mineral deposit,Au,,Gold,,,Yilgarn Craton,Archean,
335255,Pelton/Ellalong,,NSW,151.3,-32.8869,500,historic mine,Cbl,,Coal - black,,,Sydney Basin,,
335269,Boundary Flat Lagoons,,QLD,150.0677,-22.5318,100,mineral deposit,Osh,,Oil shale,,,,,
463918,Nobles Nob West,,NT,134.2817,-19.7162,999,mineral deposit,"Ag, Cu","Au, Bi","Silver, (Gold, Copper, Bismuth)",,,Warramunga Province,,"Environment: Regional metasomatic, Group: IOCG, Type: Magnetite-dominant IOCG"
333406,Amy,"Amy North, Amy South, Lady Amy",QLD,139.9752,-20.9056,100,historic mine,Cu,,Copper,,,"Mount Isa Orogen, Kalkadoon-Leichhardt Belt",Proterozoic,
333937,Sweeneys,,TAS,145.2066,-41.9089,999,mineral deposit,"Sn, Zn, Sb","Ag, Pb","Tin, Zinc, (Silver, Antimony, Lead)",,,Delamerian Orogen,,"Environment: Magmatic hydrothermal, Group: Greisen, Type: Greisen tin ± W-Mo"
551174,Sheila Valley,,WA,117.5217,-22.1761,999,mineral deposit,"FeOre, Fe",,"Iron ore, Iron",,,Pilbara Craton,,
528098,Austin - Meekatharra,,WA,118.5132,-27.1391,500,mineral deposit,"Cu, Zn","Au, Ag","Copper, Zinc, (Gold, Silver)",,,"Yilgarn Craton, Murchison Domain (Youanmi Terrane)",Archean,"Environment: Volcanic basin hydrothermal, Group: Volcanogenic massive sulfide (VMS)"
335393,Federal,"Corella, Mt Moffat",QLD,140.196,-20.596,2000,historic mine,"Cu, Ag, Au",,"Copper, Silver, Gold",,,"Mount Isa Orogen, Quamby-Malbon Zone",Proterozoic,
449199,Round Hill,,WA,121.171,-29.1826,999,mineral deposit,Au,,Gold,,,Yilgarn Craton,,
335230,Great Northern East,,QLD,145.3905,-17.3791,250,historic mine,Sn,,Tin,,,Hodgkinson Province,,
335805,Mount Jagged,,SA,138.618,-35.3623,999,mineral deposit,Fe,,Iron,,,Delamerian Orogen,,
336226,Stanthorpe,,QLD,151.933,-28.6468,2000,historic mine,Sn,,Tin,,,New England Orogen,,
335334,Douglas River,,TAS,148.2347,-41.7621,999,mineral deposit,Cbl,,Coal - black,,,Tasmania Basin,,
336130,Apple Pie,"Apple Extended, Apple Pie 2",QLD,140.0162,-20.7066,100,historic mine,"Au, Cu",,"Gold, Copper",,,"Mount Isa Orogen, Mary Kathleen Zone",Proterozoic,
334487,St Andrews,,QLD,139.8202,-21.3516,500,historic mine,Cu,,Copper,,,"Mount Isa Orogen, Mary Kathleen Zone",Proterozoic,
455540,Bendleby,,SA,138.7835,-32.3454,100,historic mine,Mn,,Manganese,,,Delamerian Orogen,,
334391,Bohemian Girl,,QLD,140.0152,-20.3726,100,historic mine,"Au, Cu",,"Gold, Copper",,,"Mount Isa Orogen, Kalkadoon-Leichhardt Belt",Proterozoic,
574253,Red Rock,,NSW,152.3199,-28.8382,100,mineral deposit,"Pb, Ag, Cu, Zn, Au",,"Lead, Silver, Copper, Zinc, Gold",,,,,
449177,Queen of the Earth,,WA,121.8172,-29.4781,999,mineral deposit,Au,,Gold,,,Yilgarn Craton,,
606328,P529,,WA,116.0116,-21.7619,100,mineral deposit,Fe,,Iron,,,,,
335468,Mary River Valley,,QLD,152.6167,-26.3968,2000,historic mine,Mn,,Manganese,,,New England Orogen,Cenozoic,
335263,Swanbank,,QLD,152.821,-27.6552,999,closed,Cbl,,Coal - black,,,Ipswich Basin,Mesozoic,
335309,Revenue Central,,QLD,139.8332,-21.2856,100,historic mine,Cu,,Copper,,,"Mount Isa Orogen, Mary Kathleen Zone",Proterozoic,
335612,Bathurst Range,,QLD,144.3261,-14.3455,999,mineral deposit,Cbl,,Coal - black,,,Laura Basin,Mesozoic,
333612,Again,,QLD,139.1148,-19.9576,100,historic mine,Cu,,Copper,,,"Mount Isa Orogen, Lawn Hill Platform",Proterozoic,
335153,Golden Gate,,QLD,142.2006,-18.1545,100,historic mine,Au,,Gold,,,"Croydon Gold Metallogenic Province, Croydon Province, Georgetown Block",,
466207,Cloverdale,West Tutunup,WA,115.5931,-33.6128,,historic mine,"Ilm, Zrn, Leu",,"Ilmenite, Zircon, Leucoxene",,,,,
334443,Duaringa,,QLD,149.3344,-23.1984,100,mineral deposit,Osh,,Oil shale,,,,,
335044,Pelican,,QLD,144.5269,-16.7672,250,mineral deposit,Cu,,Copper,,,Mossman Orogen,,
627205,Lora Fe,,WA,116.5129,-22.2339,500,mineral deposit,"Fe, FeOre",,"Iron, Iron ore",,,,,
335168,Rat Bat,,WA,119.7379,-32.5485,0,mineral deposit,Ni,,Nickel,,,"Yilgarn Craton, Southern Cross Province",Archean,
333663,Maguires Crossing,,NSW,141.8333,-31.0833,999,mineral deposit,"Rt, Ilm, Zrn",,"Rutile, Ilmenite, Zircon",,,,,
334321,Maytown,,QLD,144.3011,-16.0288,1000,historic mine,Sn,,Tin,,,Mossman Orogen,,
529185,Flamingo,Eclipse,QLD,140.2416,-19.7613,500,mineral deposit,"Cu, Au",,"Copper, Gold",,,Mount Isa Orogen,,
333303,Canoona,,QLD,150.2585,-23.0409,250,historic mine,Au,,Gold,,,New England Orogen,Paleozoic,
336287,Boolgeeda Creek,Boolgeeda Creek Limonites,WA,116.9838,-22.5748,999,mineral deposit,"Fe, FeOre",,"Iron, Iron ore",,,Pilbara Craton,,
333305,Hades Flat,,NT,132.9188,-12.5908,100,mineral deposit,"U, U3O8",,"Uranium, Uranium oxide",,,Pine Creek Orogen,Proterozoic,
336110,Meekatharra North,"Paddys Flat, Reedy's, Yalgodinda",WA,118.5153,-26.5897,100,operating mine,Au,,Gold,"Reed Resources Limited, Westgold Resources Limited","http://www.reedresources.com/, http://www.westgold.com.au/","Yilgarn Craton, Big Bell Gold Metallogenic Province, Murchison Province, Murchison Domain",Archean,
336112,Orchin and North Orchin,St Ives Project,WA,121.7587,-31.3115,500,historic mine,Au,,Gold,Gold Fields Limited,http://www.goldfields.co.za/,"Yilgarn Craton, Kalgoorlie Gold Metallogenic Province, Norseman-Wiluna Belt",Archean,
336113,Renison Bell,Renison,TAS,145.434,-41.7824,25,operating mine,Sn,Cu,"Tin, (Copper)","Greentech Technology Intl Ltd., Metals X Limited",http://www.metalsx.com.au/,"Delamerian Orogen, Dundas Trough",,"Environment: Magmatic hydrothermal, Group: Replacement, Type: Replacement tin"
336114,Yeelirrie,,WA,119.9045,-27.1797,50,mineral deposit,"U, V2O5","V, U3O8","Uranium, (Vanadium, Vanadium pentoxide, Uranium oxide)","CAMECO, Cameco Corporation","http://www.cameco.com/, http://www.cameco.com/australia/",,Cenozoic,
336117,Mount Garnet,Koohinoor,QLD,145.1126,-17.6849,500,care and maintenance,"Zn, Pb","Ag, Cu","Zinc, (Silver, Lead, Copper)",Aurora Metals Ltd,,Hodgkinson Province,,"Environment: Magmatic hydrothermal, Group: Skarn, Type: Skarn zinc-lead-silver"
336118,Ant Hill,"SRDC, Sunday Hill",WA,120.5963,-22.0896,100,mineral deposit,Mn,,Manganese,Resource Development Group,https://resdevgroup.com.au,Hamersley Basin,Cenozoic,
