ENO,DEPOSIT_NAME,SYNONYMS,STATE,LONG_GDA94,LAT_GDA94,OPERATING_STATUS,COMMODITY_PRIMARY,COMMODITY_SECONDARY,COMMODITY_NAMES,COMPANIES,PROVINCES,GEOLOGIC_AGE,ENVIRONMENT,GROUP,TYPE,IGNEOUS,SEDIMENTARY,TECTONIC
514729,Juandah,Underground Coal Gasification,QLD,149.803,-26.237,mineral deposit,Cbl,,Coal - black,MetroCoal Ltd,Surat Basin,,,,,,Surat Basin,Anakie Province
514731,Carmichael,Galilee (Linc Energy),QLD,146.322,-22.018,operating mine,Cbl,,Coal - black,"Adani Enterprises Limited, Bravus Mining and Resources",Galilee Basin,,,,,,Drummond Basin,Thomson Orogen
515168,Red Lake (Melita),North Kookynie Project,WA,121.3732,-29.2087,mineral deposit,Au,,Gold,Nex Metals Explorations Limited,Yilgarn Craton,Archean,,,,,,West Australian Element
515170,Orient Well Group,North Kookynie Project,WA,121.4411,-29.2125,historic mine,Au,,Gold,Genesis Minerals Ltd,Yilgarn Craton,Archean,,,,,,West Australian Element
515172,Danluce,North Kookynie Project,WA,121.3721,-29.2022,historic mine,Au,,Gold,Nex Metals Explorations Limited,Yilgarn Craton,Archean,,,,,,West Australian Element
515183,Puzzle Group,South Kookynie Project,WA,121.532,-29.3131,historic mine,Au,,Gold,Genesis Minerals Ltd,Yilgarn Craton,Archean,,,,,,West Australian Element
515185,King,North Kookynie Project,WA,121.3779,-29.201,historic mine,Au,,Gold,Nex Metals Explorations Limited,Yilgarn Craton,Archean,,,,,,West Australian Element
515197,Irvine Island (Pluton Resources),,WA,123.5502,-16.0869,mineral deposit,FeOre,Fe,"Iron ore, (Iron)",Pluton Resources,Kimberley Basin,,,,,Kalkarindji Igneous Province,Kimberley Basin,King Leopold Orogen
515198,Twin Peaks,Carosue Dam Project,WA,122.2945,-30.0557,historic mine,Au,,Gold,Saracen Mineral Holdings Limited,Yilgarn Craton,Archean,Magmatic hydrothermal,Intrusion-related,Reduced intrusion-related gold,,,West Australian Element
515249,Cookes Creek - Big Hill,,WA,120.4627,-21.6558,mineral deposit,"W, WO3",,"Tungsten, Tungsten trioxide (wolframite)",Tungsten Mining NL,Pilbara Craton,,,,,Warakurna Large Igneous Province,,Pilbara Craton
515255,Wallbrook,Porphyry Project,WA,122.3103,-29.8581,mineral deposit,Au,,Gold,Saracen Mineral Holdings Limited,Yilgarn Craton,Archean,,,,,,West Australian Element
515257,Mexico,Safari Bore Project,WA,122.5504,-29.5507,mineral deposit,Au,,Gold,Saracen Mineral Holdings Limited,Yilgarn Craton,Archean,,,,,,West Australian Element
515481,Halleys East,Barlee Gold Project,WA,119.0954,-29.4755,historic mine,Au,,Gold,Beacon Minerals Limited,Yilgarn Craton,Archean,,,,,,West Australian Element
515724,Bentley,"Jaguar Operation, Teutonic Bore group",WA,121.17,-28.4839,care and maintenance,"Zn, Cu, Ag","Au, Pb","Zinc, Copper, Silver, (Gold, Lead)",Independence Group NL,Yilgarn Craton,Archean,Volcanic basin hydrothermal,Volcanogenic massive sulfide (VMS),Bimodal-mafic VMS,,Raeside Paleovalley,West Australian Element
515728,Dulcie,Parker Range Project,WA,119.6002,-31.7662,mineral deposit,Au,,Gold,Zenith Minerals Limited,Yilgarn Craton,Cenozoic,,,,,,West Australian Element
516405,Red Dam,Broads Dam Project,WA,121.0319,-30.5411,mineral deposit,Au,,Gold,Evolution Mining Limited,Yilgarn Craton,Archean,unknown,unknown,unknown,,Roe Paleovalley,West Australian Element
516415,Waldon,Paddington Project,WA,121.5995,-30.5891,historic mine,Au,,Gold,"Zijin Mining Group Company Ltd, Norton Gold Fields Limited",Yilgarn Craton,Archean,,,,,,West Australian Element
516417,Green Gum,Mount Pleasant Project,WA,121.233,-30.5312,historic mine,Au,,Gold,"Zijin Mining Group Company Ltd, Norton Gold Fields Limited",Yilgarn Craton,Archean,,,,,Roe Paleovalley,West Australian Element
516422,Rose West - Violet,Mount Pleasant Project,WA,121.2606,-30.5367,operating mine,Au,,Gold,"Zijin Mining Group Company Ltd, Norton Gold Fields Limited",Yilgarn Craton,,,,,,Roe Paleovalley,West Australian Element
516424,Golden Flag,Mount Pleasant Project,WA,121.2814,-30.5475,mineral deposit,Au,,Gold,"Zijin Mining Group Company Ltd, Norton Gold Fields Limited",Yilgarn Craton,Archean,,,,,,West Australian Element
516427,Crow,Nullagine Gold Project,WA,120.4195,-21.8102,mineral deposit,Au,,Gold,Millennium Minerals Limited,Pilbara Craton,Archean,,,,Warakurna Large Igneous Province,,Pilbara Craton
516429,Golden Gate - G reef,Nullagine Gold Project,WA,120.4157,-21.8071,mineral deposit,Au,,Gold,Millennium Minerals Limited,Pilbara Craton,Archean,,,,Warakurna Large Igneous Province,,Pilbara Craton
516436,Evelyn (Liberty-Indee),Liberty-Indee,WA,117.8472,-21.0964,mineral deposit,"Cu, Zn, Au","Ag, Pb","Copper, Zinc, Gold, (Silver, Lead)",Venturex Resources Limited,Pilbara Craton,,,,,Warakurna Large Igneous Province,,Pilbara Craton
517124,Mount Marion (Ghost Crab),South Kalgoorlie Operations,WA,121.432,-31.0809,historic mine,Au,,Gold,"Alacer Gold Corporation, Metals X Limited, Westgold Resources Limited",Yilgarn Craton,Archean,,,,,,West Australian Element
517126,Shirl,South Kalgoorlie Operations,WA,121.2597,-30.9695,historic mine,Au,,Gold,"Alacer Gold Corporation, Metals X Limited, Northern Star Resources Limited",Yilgarn Craton,Archean,,,,,Roe Paleovalley,West Australian Element
517129,Inclined Shaft - Lancashire Lass,South Kalgoorlie Operations,WA,121.6054,-31.1057,historic mine,Au,,Gold,"Alacer Gold Corporation, Metals X Limited, Northern Star Resources Limited",Yilgarn Craton,Archean,,,,,,West Australian Element
517131,HBJ (Hampton-Boulder-Jubilee),South Kalgoorlie Operations,WA,121.6031,-31.0276,mineral deposit,Au,,Gold,"Alacer Gold Corporation, Metals X Limited, Northern Star Resources Limited",Yilgarn Craton,Archean,,,,,,West Australian Element
569902,Mars,St Ives Project,WA,121.7238,-31.2753,historic mine,Au,,Gold,Gold Fields Limited,Yilgarn Craton,Archean,,,,,Lefroy Paleovalley,West Australian Element
569904,Neptune,St Ives Project,WA,121.7484,-31.301,mineral deposit,Au,,Gold,Gold Fields Limited,Yilgarn Craton,Archean,,,,,Lefroy Paleovalley,West Australian Element
569907,Paddys - St Ives,St Ives Project,WA,121.7756,-31.3302,historic mine,Au,,Gold,Gold Fields Limited,Yilgarn Craton,Archean,,,,,,West Australian Element
569909,Pistol Club,St Ives Project,WA,121.6676,-31.2231,mineral deposit,Au,,Gold,Gold Fields Limited,Yilgarn Craton,Archean,,,,,Lefroy Paleovalley,West Australian Element
569911,Redback,St Ives Project,WA,121.7392,-31.3076,mineral deposit,Au,,Gold,Gold Fields Limited,Yilgarn Craton,Archean,,,,,Lefroy Paleovalley,West Australian Element
569913,Swiftsure,St Ives Project,WA,121.7228,-31.2645,historic mine,Au,,Gold,Gold Fields Limited,Yilgarn Craton,Archean,unknown,unknown,unknown,,Lefroy Paleovalley,West Australian Element
569915,Temeraire,St Ives Project,WA,121.6907,-31.2233,historic mine,Au,,Gold,Gold Fields Limited,Yilgarn Craton,Archean,,,,,Lefroy Paleovalley,West Australian Element
569917,Thunderer,St Ives Project,WA,121.7611,-31.3057,historic mine,Au,,Gold,Gold Fields Limited,Yilgarn Craton,Archean,unknown,unknown,unknown,,Lefroy Paleovalley,West Australian Element
569918,East Repulse,St Ives Project,WA,121.7785,-31.3316,historic mine,Au,,Gold,Gold Fields Limited,Yilgarn Craton,Archean,,,,,,West Australian Element
569925,Junction - Nullagine,Camel Creek Joint Venture,WA,120.31,-21.8651,historic mine,Au,,Gold,"Millennium Minerals Limited, Northwest Resources Limited",Pilbara Craton,Archean,,,,Warakurna Large Igneous Province,,Pilbara Craton
569929,North Scotia,Mt Henry Gold Project,WA,121.7764,-32.4294,historic mine,Au,,Gold,Royal Nickel Corp,Yilgarn Craton,Archean,,,,,Cowan Paleovalley,West Australian Element
569934,South Kalgoorlie Operations,South Kalgoorlie Operations,WA,121.6148,-31.0385,operating mine,Au,,Gold,"Northern Star Resources Limited, Horizon Minerals Ltd., Southern Gold Limited",Yilgarn Craton,Archean,,,,,,West Australian Element
569941,Juturna,North Darling Range Project,WA,116.514,-31.8331,mineral deposit,"Bx, Al2O3",,"Bauxite, Alumina","Bauxite Resources Limited, Yankuang Group Corporation Limited",Yilgarn Craton,,,,,,,West Australian Element
569943,Minerva,North Darling Range Project,WA,116.4354,-31.6744,mineral deposit,"Bx, Al2O3",,"Bauxite, Alumina","Bauxite Resources Limited, Yankuang Group Corporation Limited",Yilgarn Craton,,,,,,,West Australian Element
569945,Rusina,North Darling Range Project,WA,116.0888,-30.8328,mineral deposit,"Bx, Al2O3",,"Bauxite, Alumina","Bauxite Resources Limited, Yankuang Group Corporation Limited",Yilgarn Craton,,,,,,,West Australian Element
569947,Vallonia,"Avon, North Darling Range Project",WA,116.1411,-31.7011,mineral deposit,"Bx, Al2O3",,"Bauxite, Alumina","Bauxite Resources Limited, State of Western Australia",Yilgarn Craton,,,,,,,West Australian Element
569952,Felicitas,North Darling Range Project,WA,116.3448,-31.6329,mineral deposit,Bx,Al2O3,"Bauxite, (Alumina)","Bauxite Resources Limited, Yankuang Group Corporation Limited",Yilgarn Craton,,,,,,,West Australian Element
569954,Cardea 3,North Darling Range Project,WA,116.3713,-31.4511,mineral deposit,Bx,"Al2O3, Sic","Bauxite, (Alumina, Silica)",Bauxite Resources Limited,Yilgarn Craton,,,,,,,West Australian Element
569956,Cardea 1 and 2,North Darling Range Project,WA,116.2855,-31.5461,mineral deposit,"Bx, Al2O3",,"Bauxite, Alumina","Bauxite Resources Limited, Yankuang Group Corporation Limited",Yilgarn Craton,,,,,,,West Australian Element
569958,Fortuna,North Darling Range Project,WA,116.3884,-31.6907,mineral deposit,Bx,Al2O3,"Bauxite, (Alumina)",Bauxite Resources Limited,Yilgarn Craton,,,,,,,West Australian Element
569960,Cronus,,WA,116.5631,-33.8742,mineral deposit,"Bx, Al2O3",,"Bauxite, Alumina","Bauxite Resources Limited, Yankuang Group Corporation Limited",Yilgarn Craton,,,,,,,West Australian Element
569981,Penfold,"Penfolds, South Kalgoorlie Operations",WA,121.4306,-31.0059,historic mine,Au,,Gold,"Alacer Gold Corporation, Metals X Limited, Northern Star Resources Limited",Yilgarn Craton,Archean,,,,,,West Australian Element
569982,SBS 28 (Group),South Kalgoorlie Operations,WA,121.2546,-30.9649,historic mine,Au,,Gold,"Alacer Gold Corporation, Metals X Limited, Northern Star Resources Limited",Yilgarn Craton,Archean,,,,,,West Australian Element
569984,Hamersley Iron (Rio  Tinto),,WA,117.2204,-22.5983,operating mine,FeOre,Fe,"Iron ore, (Iron)",Rio Tinto Limited,Hamersley Basin,,,,,Warakurna Large Igneous Province,Hamersley Basin,Pilbara Craton
569987,Pearl Creek (EPC 862),Dingo West,QLD,149.5001,-23.7333,mineral deposit,Cbl,,Coal - black,"Bunji Corporation Ltd, Whitehaven Coal Limited",Bowen Basin,,,,,,Bowen Basin,Anakie Province
569998,1600N/Shocker,Big Bell Project,WA,117.6442,-27.3356,historic mine,Au,,Gold,Westgold Resources Limited,Yilgarn Craton,Archean,,,,Warakurna Large Igneous Province,,West Australian Element
570002,Big Bell South,Big Bell Project,WA,117.6477,-27.3303,historic mine,Au,,Gold,"Westgold Resources Limited, Metals X Limited",Yilgarn Craton,Archean,,,,Warakurna Large Igneous Province,,West Australian Element
570006,Jim's Find,Cuddingwarra Project,WA,117.8044,-27.3306,mineral deposit,Au,,Gold,"Metals X Limited, Westgold Resources Limited",Yilgarn Craton,Archean,,,,,Austin Paleovalley,West Australian Element
570007,City of Sydney,Cuddingwarra Project,WA,117.7989,-27.3568,historic mine,Au,,Gold,Metals X Limited,Yilgarn Craton,Archean,,,,,,West Australian Element
570009,Lady Rosie,Cuddingwarra Project,WA,117.801,-27.3942,historic mine,Au,,Gold,"Metals X Limited, Westgold Resources Limited",Yilgarn Craton,Archean,,,,,Austin Paleovalley,West Australian Element
570021,Flushing Meadows,Iron Stone Well Project,WA,120.7819,-26.8406,mineral deposit,Au,,Gold,Yandal Resources Limited,Yilgarn Craton,Archean,,,,,,West Australian Element
570029,McLaren West Eucla,,WA,123.1998,-32.1852,mineral deposit,"Ilm, Zrn","Rt, Leu","Ilmenite, (Rutile, Zircon, Leucoxene)",McLaren Minerals Ltd,,,,,,,Bremer Paleovalley,Nornalup Zone
334405,Crookwell,,NSW,149.4845,-34.462,mineral deposit,"Fe, Mag",,"Iron, Magnetite",,Lachlan Orogen,,,,,,,Eastern Province
333888,Daylesford Goldfield,,VIC,144.15,-37.347,historic mine,Au,,Gold,,"Lachlan Orogen, Lachlan Orogen, Bendigo Zone",,Metamorphic hydrothermal,Orogenic,Mesozonal orogenic gold,,,Bendigo Zone
335977,Ropewalk,,QLD,143.6871,-18.6764,mineral deposit,Au,,Gold,,,,,,,,Etheridge Province,North Australian Element
528386,Shanghai,,QLD,143.3794,-19.7079,mineral deposit,Au,,Gold,,,,,,,,Etheridge Province,North Australian Element
558214,Mount Victoria,,SA,139.8447,-31.9363,mineral deposit,"U3O8, U",,"Uranium oxide, Uranium",,Curnamona Province,,,,,,,Curnamona Province
335061,Copper Creek Shear Lode,,NSW,149.4372,-35.5901,mineral deposit,"Zn, Cu, Pb",,"Zinc, Copper, Lead",,Lachlan Orogen,Paleozoic,unknown,unknown,unknown,,,Eastern Province
335216,Oonah,,TAS,145.3167,-41.8716,historic mine,"Sn, Pb, Zn, Bi, Cu, As, Ag",,"Tin, Lead, Zinc, Bismuth, Copper, Arsenic, Silver",,Dundas Trough,,,,,,Thylacine Province,Delamerian Orogen
335385,Freeburgh,"Bright, Wandiligong",VIC,147.026,-36.7729,historic mine,Au,,Gold,,"Lachlan Orogen, Lachlan Orogen, Adelong Gold Metallogenic Province",,,,,,,Lachlan Orogen
335277,Yarrabubba,,WA,118.7056,-27.0294,mineral deposit,"V, Fe",V2O5,"Vanadium, Iron, (Vanadium pentoxide)",,"Yilgarn Craton, Gabanintha-Yarrabubba Vanadium Metallogenic Province, Southern Cross Province",Archean,,,,,Hope Paleovalley,West Australian Element
533503,Old Prospect Zone,,WA,117.788,-27.0048,mineral deposit,Au,,Gold,,Yilgarn Craton,,,,,Warakurna Large Igneous Province,,West Australian Element
429493,Sue,,QLD,138.2113,-17.4781,mineral deposit,"U, U3O8",,"Uranium, Uranium oxide",,McArthur Basin,Proterozoic,,,,,McArthur Basin,North Australian Element
334200,Chum,,QLD,140.3912,-20.6876,historic mine,"Cu, Au",,"Copper, Gold",,"Mount Isa Orogen, Quamby-Malbon Zone",Proterozoic,,,,,,Mitakoodi Domain
335476,Riversleigh,,QLD,138.5393,-18.8417,mineral deposit,"Phos, P, P2O5",,"Phosphate, Phosphorus, Phosphorus oxide",,Georgina Basin,,Basin chemical,Phosphorite,Phosphorite,,Georgina Basin,Century Domain
627209,Cobra Fe,,WA,116.965,-22.4911,mineral deposit,"Fe, FeOre",,"Iron, Iron ore",,,,,,,Warakurna Large Igneous Province,Hamersley Basin,Pilbara Craton
336034,Burra,,SA,138.9333,-33.6804,historic mine,Cu,,Copper,,Delamerian Orogen,Paleozoic,Basin hydrothermal,Sediment-hosted,Sediment-hosted copper ± Co,,,South Australian Element
336202,Bringalily,"Bringalily South, Millmerran, includes Bringalily North",QLD,151.1733,-28.0314,mineral deposit,Cbl,,Coal - black,,Clarence-Moreton Basin,Mesozoic,,,,,Surat Basin,New England Orogen
333628,Wubagul,,QLD,149.9677,-26.1536,mineral deposit,Cbl,,Coal - black,,Surat Basin,,,,,,Surat Basin,Connors-Auburn Province
449173,Waihi - Laverton,,WA,121.9206,-28.5925,mineral deposit,Au,,Gold,,Yilgarn Craton,,,,,,,West Australian Element
335455,Grenfell,"Emu Creek, Tyagong, Weddin Mountain",NSW,148.1662,-33.8919,historic mine,Au,,Gold,,"Lachlan Orogen, Lachlan Orogen, Hill End",,,,,,,Eastern Province
334012,New Moon,,VIC,142.8485,-37.2075,mineral deposit,Au,,Gold,,Lachlan Orogen,,,,,,,Stawell Zone
334988,Abattoirs South,,WA,121.5355,-31.0707,mineral deposit,Au,,Gold,,Yilgarn Craton,,,,,,,West Australian Element
336235,Deadlock,,QLD,140.2982,-21.0156,historic mine,Cu,,Copper,,"Mount Isa Orogen, Quamby-Malbon Zone",Proterozoic,,,,,,Mitakoodi Domain
334965,Jimmys Scrub,,QLD,152.2635,-26.2841,mineral deposit,Au,,Gold,,New England Orogen,,,,,,,New England Orogen
333668,Arbouin,,QLD,145.264,-17.3219,historic mine,Sn,,Tin,,Hodgkinson Province,Paleozoic,,,,,,Mossman Orogen
333325,Bluff,,NT,137.7848,-17.1813,mineral deposit,Cu,,Copper,,McArthur Basin,Proterozoic,unknown,unknown,unknown,,McArthur Basin,North Australian Element
334843,Kafani,,QLD,140.4269,-21.0917,mineral deposit,Mn,MnOre,"Manganese, (Manganese ore)",,"Mount Isa Orogen, Quamby-Malbon Zone",Proterozoic,,,,,,Mitakoodi Domain
334496,Eskdale,,QLD,152.1518,-27.144,mineral deposit,Sb,,Antimony,,New England Orogen,,,,,,,New England Orogen
455556,Masterton 2,,NT,137.4513,-17.1889,mineral deposit,Mn,,Manganese,,McArthur Basin,,,,,,McArthur Basin,North Australian Element
579404,Kimba Gap,,SA,137.095,-33.1135,mineral deposit,Fe,FeOre,"Iron, (Iron ore)",,,,,,,,,South Australian Element
333357,Laverton - Mount Lucky,,WA,122.515,-28.779,mineral deposit,Mn,,Manganese,,"Yilgarn Craton, Eastern Goldfields Province",,,,,,,West Australian Element
334650,Sunnyside Goldfield,,VIC,147.4858,-36.8359,historic mine,Au,,Gold,,"Lachlan Orogen, Lachlan Orogen, Adelong Gold Metallogenic Province",,,,,,,Central NSW - Omeo Province
364834,Orebody 24,,WA,119.7925,-23.3001,mineral deposit,"Fe, FeOre",,"Iron, Iron ore",,Hamersley Basin,,,,,Warakurna Large Igneous Province,Hamersley Basin,Pilbara Craton
334424,Jacks Reward,,WA,121.5214,-30.8151,mineral deposit,Au,,Gold,,Yilgarn Craton,,,,,,Roe Paleovalley,West Australian Element
334718,Selkirk,,WA,121.0151,-29.6836,historic mine,Au,,Gold,,Yilgarn Craton,,,,,,,West Australian Element
335265,Myrtle Springs,,SA,138.2258,-30.4169,operating mine,"Mg, MgO, Mgs, Dol",,"Magnesium, Magnesia (magnesium oxide), Magnesite, Dolomite",,,,Basin evaporative,Evaporite,Marine evaporite magnesite,,,South Australian Element
334582,First Hit,,WA,121.0211,-29.692,mineral deposit,Au,,Gold,,Yilgarn Craton,,,,,,,West Australian Element
335181,Goornong South,,VIC,144.5187,-36.6287,mineral deposit,Au,,Gold,,Lachlan Orogen,,,,,,,Bendigo Zone
333481,Lord Nelson,,VIC,143.2576,-36.6145,historic mine,Au,,Gold,,Lachlan Orogen,Paleozoic,,,,,,Stawell Zone
333299,Halls Reward,Ninety Mile,QLD,144.9855,-18.9166,historic mine,"Cu, Ag, Au",,"Copper, Silver, Gold",,Georgetown Block,Proterozoic,,,,,,Thomson Orogen
335412,Sandy Creek (Sorby),"Manbarrum, Sorby",NT,129.2513,-15.3291,mineral deposit,"Zn, Pb",Ag,"Zinc, Lead, (Silver)",,,Paleozoic,Basin hydrothermal,Mississippi Valley-type (MVT),MVT zinc-lead,Kalkarindji Igneous Province,Petrel Sub-basin,Halls Creek Orogen
335102,Pinarra Well,,WA,116.9166,-22.6306,mineral deposit,"Fe, FeOre",,"Iron, Iron ore",,Pilbara Craton,,,,,Warakurna Large Igneous Province,Hamersley Basin,Pilbara Craton
335529,Witchcliffe,,WA,115.129,-34.0271,mineral deposit,"Ilm, Zrn, Leu","Grt, Rt","Ilmenite, Zircon, (Garnet, Leucoxene, Rutile)",,,,Erosional,Placer,Heavy mineral sands,,,Leeuwin Province
929698,Toondoon,,,151.146,-25.765,mineral deposit,,,,,,,Supergene,Laterite,Bauxite,,Mulgildie Basin,Yarrol Province
333539,Enhance Place,,NSW,150.066,-33.3673,closed,Cbl,,Coal - black,,Sydney Basin,,,,,,Sydney Basin,Eastern Province
333568,Harden-Murrumburrah,,NSW,148.3996,-34.5272,historic mine,Au,,Gold,,"Lachlan Orogen, Lachlan Orogen, Nerrigundah",Paleozoic,,,,,,Eastern Province
335450,Argyle Alluvials,,WA,128.4044,-16.7228,historic mine,Dmd,,Diamond - undifferentiated,,,Cenozoic,,,,Kalkarindji Igneous Province,Revolver Creek Basin,Halls Creek Orogen
334917,Sultan,,VIC,144.2914,-37.4515,historic mine,Au,,Gold,,Lachlan Orogen,Paleozoic,,,,,,Bendigo Zone
336161,Beaver,,NT,129.4074,-19.9711,historic mine,Au,,Gold,Newmont Mining Corporation,Tanami Orogen,,,,,Kalkarindji Igneous Province,,Tanami Orogen
336162,Donaldson,Abel,NSW,151.5765,-32.793,care and maintenance,Cbl,,Coal - black,"Yancoal Australia Limited, Donaldson Coal Pty Ltd",Sydney Basin,,,,,,Sydney Basin,Eastern Province
336163,Stanhope,Merrywood,TAS,147.96,-41.7735,historic mine,Cbl,,Coal - black,Merrywood Coal Company,Tasmania Basin,,,,,,Tasmania Basin,Melbourne-Mathinna Zone
336166,Pegasus,East Kundana JV,WA,121.2569,-30.738,mineral deposit,Au,,Gold,"Rand Mining Limited, Tribune Resources Limited, Northern Star Resources Limited",Yilgarn Craton,Archean,,,,,Roe Paleovalley,West Australian Element
336168,Siberia,,WA,120.9321,-30.2477,mineral deposit,"Ni, Co, Mn, Sc, Pt, Pd",,"Nickel, Cobalt, Manganese, Scandium, Platinum, Palladium","Ardea Resources Limited, Heron Resources Limited","Yilgarn Craton, Eastern Goldfields Province",Cenozoic,,,,,,West Australian Element
336169,South Lancefield,Lancefield Project,WA,122.377,-28.5623,mineral deposit,Au,,Gold,Focus Minerals Limited,Yilgarn Craton,Archean,,,,,,West Australian Element
336170,St Ives,"Argo, Britannia, Defiance, Junction, Repulse, Revenge, Sirius, Victory",WA,121.7451,-31.3243,operating mine,Au,,Gold,Gold Fields Limited,"Yilgarn Craton, Eastern Goldfields Province",Archean,,,,,Lefroy Paleovalley,West Australian Element
336175,Altona,,VIC,144.441,-37.7033,mineral deposit,Cbr,,Coal - brown,Department of Primary Industries,Otway Basin,Cenozoic,,,,,Selwyn Province,Bendigo Zone
336178,Mount Edwards 132N,,WA,121.5407,-31.4566,mineral deposit,Ni,,Nickel,Widgie Nickel Ltd,"Yilgarn Craton, Eastern Goldfields Province, Kambalda Nickel Metallogenic Province",Archean,Magmatic,Komatiite,Komatiite nickel-copper-PGE,,,West Australian Element
336180,Manumbar,,QLD,152.3715,-26.3658,historic mine,Au,,Gold,Daguilar Gold Ltd,New England Orogen,Paleozoic,,,,,,New England Orogen
336181,Rosedale,Rosedale East,VIC,146.71,-38.217,mineral deposit,Cbr,,Coal - brown,Department of Primary Industries,Gippsland Basin,Cenozoic,,,,,Selwyn Province,Melbourne-Mathinna Zone
336182,Mount Jewell,Includes Red Dam / GSP / Ringlock prospects,WA,121.456,-30.1804,mineral deposit,Ni,,Nickel,Private Interest,"Yilgarn Craton, Eastern Goldfields Province, Kambalda Nickel Metallogenic Province",Archean,,,,,,West Australian Element
336186,Snapper,,NSW,142.1254,-33.4152,operating mine,"Rt, Ilm, Zrn, Leu",,"Rutile, Ilmenite, Zircon, Leucoxene",Tronox Limited,Murray Basin,,Erosional,Placer,Heavy mineral sands,,Berri Basin,Delamerian Orogen
336187,Youanmi Vanadium (Venus Metals),,WA,118.7645,-28.6056,mineral deposit,"TiO2, V, Fe, V2O5, Ti",,"Titanium dioxide, Vanadium, Iron, Vanadium pentoxide, Titanium",Venus Metals Corporation Limited,Yilgarn Craton,,Magmatic,Ultramafic and (or) mafic-layered intrusion,U-M layered intrusion iron-titanium-vanadium,,,West Australian Element
336189,Severn,,TAS,145.3244,-41.8805,mineral deposit,"Sn, Zn","Pb, Ag","Tin, (Lead, Zinc, Silver)",Stellar Resources Limited,Delamerian Orogen,,,,,,Thylacine Province,Delamerian Orogen
336191,Glen Wills,Mount Wills Project,VIC,147.4746,-36.8579,historic mine,"Au, Sn",Ag,"Gold, Tin, (Silver)",ABA Resources,Lachlan Orogen,,Metamorphic hydrothermal,Orogenic,Mesozonal orogenic gold,,,Central NSW - Omeo Province
336200,Challenger,,SA,133.5889,-29.8782,care and maintenance,Au,,Gold,Barton Gold Holdings Ltd,"Gawler Craton, Challenger Metallogenic Province, Christie Domain",Archean,Metamorphic hydrothermal,Orogenic,Mesozonal orogenic gold,,,Christie Domain
336201,Bulong,,WA,121.8598,-30.6862,historic mine,"Ni, Co, Cr",,"Nickel, Cobalt, Chromium","Ardea Resources Limited, Heron Resources Limited","Yilgarn Craton, Eastern Goldfields Province, Kambalda Nickel Metallogenic Province, Norseman-Wiluna Belt",Cenozoic,Magmatic,Ultramafic and (or) mafic-layered intrusion,U-M layered intrusion chromium,,,West Australian Element
336203,Glen Eva,,QLD,147.4494,-21.4294,historic mine,Au,,Gold,GBM Resources Limited,,,,,,,Drummond Basin,Anakie Province
336204,Brackins Spur,,NSW,151.9085,-30.5943,mineral deposit,"As, Sb, Au",,"Arsenic, Antimony, Gold",Straits Resources Limited,New England Orogen,Paleozoic,,,,,,New England Orogen
336205,Northcote,,QLD,145.1571,-17.0058,mineral deposit,Au,Sb,"Gold, (Antimony)",Territory Minerals Pty Ltd,"Mossman Orogen, Hodgkinson Province",Paleozoic,Metamorphic hydrothermal,Orogenic,Epizonal orogenic antimony ± gold,,,Mossman Orogen
336207,Sickle,Barnicoat Project,WA,122.5139,-28.6597,mineral deposit,Au,,Gold,Focus Minerals Limited,"Yilgarn Craton, Eastern Goldfields Province",Archean,,,,,,West Australian Element
336208,Bellbird,Jervois Project,NT,136.2415,-22.6868,mineral deposit,"Cu, Ag, Zn","Au, Pb","Copper, (Gold, Silver, Zinc, Lead)",Kentor Gold Limited,,Proterozoic,Regional metasomatic,Metasomatic iron,Iron oxide gold,Kalkarindji Igneous Province,,Aileron Province
336209,Premier - Kunanalling,Kunanalling Project,WA,121.0703,-30.6765,mineral deposit,Au,,Gold,Phoenix Gold Limited,Yilgarn Craton,Archean,,,,,,West Australian Element
336210,Jeffreys Find,,WA,122.1523,-31.9454,operating mine,Au,,Gold,Auric Mining Ltd,"Yilgarn Craton, Eastern Goldfields Province",Archean,,,,,,West Australian Element
336211,Glenburgh Project,"Apollo, Glenburgh Project, Icon, Mustang, Zone126",WA,116.0838,-25.3919,mineral deposit,Au,,Gold,Gascoyne Resources Limited,Narryer Terrane,Archean,,,,Warakurna Large Igneous Province,,West Australian Element
336213,Pillara,"Blendevale, Lennard Shelf, Pillara, Pillara Springs",WA,125.7735,-18.32,historic mine,"Zn, Pb","Ag, Cd","Zinc, Lead, (Silver, Cadmium)","Meridian Minerals Ltd, Northwest Nonferrous International Investment Company Limited, Teck Cominco Ltd","Canning Basin, Lennard Shelf",Paleozoic,Basin hydrothermal,Mississippi Valley-type (MVT),MVT zinc-lead,Kalkarindji Igneous Province,Canning Basin,King Leopold Orogen
517134,Scrubby Tank,South Kalgoorlie Operations,WA,121.5538,-31.0266,historic mine,Au,,Gold,"Alacer Gold Corporation, Metals X Limited, Northern Star Resources Limited",Yilgarn Craton,Archean,,,,,,West Australian Element
517136,Freddo,South Kalgoorlie Operations,WA,121.389,-30.9622,historic mine,Au,,Gold,"Alacer Gold Corporation, Metals X Limited, Northern Star Resources Limited",Yilgarn Craton,Archean,,,,,,West Australian Element
517138,Zoroastrian,Kalgoorlie North Project,WA,121.286,-30.3351,operating mine,Au,,Gold,Genesis Minerals Ltd,Yilgarn Craton,Archean,,,,,,West Australian Element
