Ticker,Name,Market Cap,Revenue:Y,Tot Assets:Y,Number of Employees:Y,Sec Type,BICS L1 Sect Nm,BICS L2 IG Nm,BICS L3 Ind Nm,BICS L4 Sub Ind Nm,BICS L5 Seg Nm,BICS L6 Seg Nm,CIE_DES_BULK
PVW AU Equity,PVW RESOURCES LTD,5370429.006,0,2134389,,Common Stock,Materials,Materials,Metals & Mining,Precious Metals,Gold, ,PVW Resources Limited provides exploration and mining services. The Companyexplores and develops gold projects. PVW Resources serves customersworldwide.
1865086D AU Equity,PVW RESOURCES NL,,,,,Common Stock,Materials,Materials,Metals & Mining,Precious Metals,Gold, ,PVW Resources NL operates as a mineral exploration company. The Company focuseson exploring and developing gold tenements. PVW Resources offers its services inAustralia.
PYX AU Equity,PYX RESOURCES LTD,,9296231,87984968,,Common Stock,Materials,Materials,Metals & Mining,Mineral & Precious Stone Mining, , ,"PYX Resources Limited explores, mines, and produces mineral sands. The Companycontrols a large-scale deposit producing zircon with exploration to datevalidating the presence of additional minerals such as rutile and ilmeniteamong others within its mineral sands. PYX Resources serves customers worldwide."
WLF AU Equity,QBS FLYWHEEL LTD,,12878193,0,,Common Stock,Materials,Materials,Metals & Mining,Base Metals, , ,"QBS Flywheel Limited is developing the tungsten and tin Drakelands Mine nearHemerdon in Devon, UK."
322298Z AU Equity,QCC RESOURCES,,,,,Private Comp,Materials,Materials,Metals & Mining,Mining Services, , ,"QCC Resources provides consulting and preparation services to the coalindustry. The Company's services include feasibility and due diligencestudies, resource and coal quality assessment, product revenue optimization,process design, maintenance and engineering support, and operations and costreview."
9335801Q AU Equity,QCT RESOURCES LIMITED,,,,114,Common Stock,Materials,Materials,Metals & Mining,Coal Mining, , ,"QCT Resources Ltd. owns and operates the South Blackwater coal mine. The Companythrough joint ventures participates in the Goonyella, Peak Downs,Saraji, NorwichPark, Blackwater, Gregory and Crinum coal mines managed by BHP Coal.QCT Resources produce coking coal which is sold principally to steel mills andthermal coal industries."
QEM AU Equity,QEM LTD,9219613.767,2863663,2316157,,Common Stock,Materials,Materials,Metals & Mining,Mineral & Precious Stone Mining, , ,"QEM Limited operates as an exploration and production company. The Companyfocuses on the large oil shale and vanadium resources and seeks to develop thisresource through further exploration, evaluation, and development. QEMserves customers in Australia."
QHD AU Equity,QHD GOLD LTD,,,,,Common Stock,Materials,Materials,Metals & Mining,Precious Metals, , ,"QHD Gold Ltd. focuses on acquisition of mineral resources. The Company offersexploration and development of gold mining projects. QHD Gold is based inAdelaide, Australia."
RRP AU Equity,QMETCO LTD,,344975000,251508992,,Common Stock,Materials,Materials,Metals & Mining,Mining Services,Coal Support Services, ,Qmetco Limited operates as a coal production company. The Company produces anddistributes coal through coal mines. Qmetco serves customers in Australia.
QML AU Equity,QMINES LTD,27385352.21,0,21486776,,Common Stock,Materials,Materials,Metals & Mining,Precious Metals,Gold, ,QMines Limited operates as an exploration and development Company. The Companyowns copper and gold projects. QMines serves customers in Australia.
QPM AU Equity,QPM ENERGY LTD,95769718.53,106711284,230776576,,Common Stock,Materials,Materials,Metals & Mining,Base Metals,Copper, ,"QPM Energy Limited operates as a metals exploration company. The Company minesand develops copper, manganese, lithium, tantalum, and uranium projects. QPMEnergy serves customers worldwide."
QGL AU Equity,QUANTUM GRAPHITE LTD,169044423.3,0,22604588,,Common Stock,Materials,Materials,Metals & Mining,Mineral & Precious Stone Mining, , ,"Quantum Graphite Limited offers mining services. The Company providesexploration, production, processing, and sale of graphite for fire cables, leadacid batteries, lubricants, medical consumables, construction materials, andother applications. Quantum Graphite serves customers worldwide."
QMG AU Equity,QUAY MAGNESIUM LTD,,11684502,,5,Common Stock,Materials,Materials,Metals & Mining,Base Metals, , ,"Quay Magnesium Limited produces high performance magnesium alloys which areused by the automotive and aerospace industries.  The Company's refining plantis located in Nanjing, China."
0741741D AU Equity,QUE RIVER LEAD/ZINC/SILVER,,,,,Private Comp,Materials,Materials,Metals & Mining,Base Metals, , ,"Que River Lead/Zinc mine is an open-pit zinc-copper-lead-gold-silver minelocated 75km S of Burnie, Tasmania. Infrastructure is available on site fromprevious operations, including a sealed road through from the Murchison Highwayand electrical power."
2489Z AU Equity,QUEENSLAND ALUMINA LTD,,,,1500,Private Comp,Materials,Materials,Metals & Mining,Base Metals,Aluminum, ,Queensland Alumina Ltd. produces aluminum. The Company refines aluminum oreand supplies it for use in manufacturing in Australia.
1041649Z AU Equity,QUEENSLAND BULK HANDLING PTY,,,,,Private Comp,Materials,Materials,Metals & Mining,Coal Mining, , ,Queensland Bulk Handling Pty Ltd operates as a coal mining company.
QMN AU Equity,QUEENSLAND MINING CORP LTD,,0,25250952,,Common Stock,Materials,Materials,Metals & Mining,Base Metals,Copper,Copper Mining,"Queensland Mining Corporation Ltd. is an exploration and production company.The Company mines for copper, gold and base metal deposits."
QXR AU Equity,QX RESOURCES LTD,6551644.336,0,6467950,,Common Stock,Materials,Materials,Metals & Mining,Mineral & Precious Stone Mining,Mineral Mining, ,QX Resources Limited operates as a mineral exploration company. The Companyfocuses on Kamola Lithium Project in DRC and Busumbu Phosphate Project inUganda. QX Resources serves customers worldwide.
RAG AU Equity,RAGNAR METALS LTD,11849649.45,12376,11511710,,Common Stock,Materials,Materials,Metals & Mining,Base Metals,"Nickel, Lead & Zinc", ,"Ragnar Metals Limited operates as a metal exploration and production company.The Company explores and mines nickel, copper, gold, uranium, iron ore, andzinc. Ragnar Metals serves customers in Australia."
RAS AU Equity,RAGUSA MINERALS LTD,4276770.864,36249,745543,,Common Stock,Materials,Materials,Metals & Mining,Precious Metals,Gold, ,Ragusa Minerals Ltd operates as an exploration company. The Company developsand explores gold properties. Ragusa Minerals serves customers worldwide.
RMS AU Equity,RAMELIUS RESOURCES LTD,6995578881,1203369000,2389060096,250,Common Stock,Materials,Materials,Metals & Mining,Precious Metals,Gold, ,Ramelius Resources Limited is a gold exploration and production company withexploration activities focused in Western Australia.  The Company also exploresfor base metals.
RND AU Equity,RAND MINING LTD,131952229.5,43271800,112743736,,Common Stock,Materials,Materials,Metals & Mining,Precious Metals,Gold, ,Rand Mining Ltd. explores for and produces gold through its exploration projectsin Western Australia.
0858628D AU Equity,RANGER MINERALS LTD,,,,13,Common Stock,Materials,Materials,Metals & Mining,Precious Metals,Gold, ,"Ranger Minerals Limited is a gold and mineral exploration and production companywith operations in the United States and Malaysia.  The Company's explorationproperties include Wasa Bremen, Bonsa Forest and Eldorado."
RCM AU Equity,RAPID CRITICAL METALS LTD,18178044.21,,,,Common Stock,Materials,Materials,Metals & Mining,Base Metals, , ,"Rapid Critical Metals Limited provides exploration and mining services. TheCompany explores and develops nickel, copper, and sulphide projects."
RAP AU Equity,RAPTOR RESOURCES LTD,,,,,Common Stock,Materials,Materials,Metals & Mining,Base Metals, , ,"Raptor Resources Limited operates as a mineral exploration company. The Companyfocuses on exploration activities across several prospective copper, zinc, ironore, and gold resource projects. Raptor Resources serves customers worldwide."
REE AU Equity,RAREX LTD,19003116.32,0,5480600,,Common Stock,Materials,Materials,Metals & Mining,Base Metals, , ,RareX limited is Rare Earth explorer and developer with exposure to copper goldexploration in the NSW Lachlan Fold Belt.
RBR AU Equity,RBR GROUP LTD,3441284.775,948353,4262175,,Common Stock,Materials,Materials,Metals & Mining,Precious Metals,Gold, ,"RBR Group Limited operates as a metal exploration and production company. TheCompany offers business development, project evaluation and acquisition,financing, and support services to mining, energy, and construction sectors.RBR Group operates in Australia and Mozambique."
RR1 AU Equity,REACH RESOURCES LTD,11367607.54,0,14225772,,Common Stock,Materials,Materials,Metals & Mining,Precious Metals,Gold, ,Reach Resources Limited operates as a gold and base metals exploration company.The Company holds a portfolio of gold properties in a well-known andhistorically producing gold district in Western Australia.
REC AU Equity,RECHARGE METALS LTD,4368829.439,38571,14235085,,Common Stock,Materials,Materials,Metals & Mining,Base Metals,Copper, ,Recharge Metals Limited provides exploration and mining services. The Companyexplores and develops copper and base metals projects. Recharge Metals servescustomers worldwide.
RBK AU Equity,RED BACK MINING NL,,,19898128,35,Common Stock,Materials,Materials,Metals & Mining,Precious Metals,Gold, ,Red Back Mining NL is a gold and nickel exploration company.  The Company'smain focus is the Chirano Gold Project in Ghana along with exploration projectsin Australia including Irwin Hills and Deep Well.
RCC AU Equity,RED CAT MINERALS LTD,,,1044433,,Common Stock,Materials,Materials,Metals & Mining,Precious Metals,Gold, ,Red Cat Minerals Limited is a junior gold explorer building a portfolio ofexploration permits covering Madagascar and other areas that is prospective forgold.
RHK AU Equity,RED HAWK MINING LTD,,196000,94465000,,Common Stock,Materials,Materials,Metals & Mining,Iron,Iron Ore Mining, ,Red Hawk Mining Limited is an iron ore exploration and development company.  TheCompany focuses on iron ore in the Pilbara region of Western Australia. Red HawkMining also explores for diamond and phosphate in South Australia and theNorthern Territory.
RHI AU Equity,RED HILL MINERALS LTD,211621162.5,0,242118016,,Common Stock,Materials,Materials,Metals & Mining,Iron,Iron Ore Mining, ,Red Hill Minerals Limited provides exploration and mining services. The Companyexplores and develops iron ore and other mineral projects. Red Hill Mineralsserves customers worldwide.
RDM AU Equity,RED METAL LTD,50383444.86,1826392,13872805,,Common Stock,Materials,Materials,Metals & Mining,Base Metals,Copper,Copper Mining,Red Metal Limited explores for and produces high-grade copper along with copper-gold in Australia.
RMX AU Equity,RED MOUNTAIN MINING LTD,7294051.5,100042,2497790,2937,Common Stock,Materials,Materials,Metals & Mining,Precious Metals, , ,Red Mountain Mining Ltd seeking to establish itself as an operating goldproducer in China through strategic joint ventures with Chinese partners. TheCompany is focused on acquiring gold projects and mining operations in Chinawhich can be upgraded using Australian mining methods or converted intoproducing assets through exploration techniques and modern mine designs.
0740018D AU Equity,RED OCTOBER GOLD MINE,,,,,Private Comp,Materials,Materials,Metals & Mining,Precious Metals,Gold, ,The Red October gold mine is situated on the margins of Lake Carey approx.120kmNE of the Carosue Dam processing plant. The deposit exists within the Lavertontectonic zone. The majority of gold mineralisation is hosted within a blackshale unit on the contact between a basalt footwall and an ultramafic hangingwall.
RVR AU Equity,RED RIVER RESOURCES LTD,,113926000,104204000,,Common Stock,Materials,Materials,Metals & Mining,Base Metals, , ,"Red River Resources Limited provides minerals mining services. The Companyacquires, explores, and develops zinc resources in Queensland of Australia. RedRiver Resources operates in Australia."
2083819D AU Equity,REDCLIFFE PROJECT PTY LTD,,0,19905196,,Common Stock,Materials,Materials,Metals & Mining,Base Metals, , ,"Redcliffe Project Pty Ltd operates as a metal mining company. The Companyexplores and mines gold, silver, nickel, and other metals. RedcliffeProject develops its projects in the State of Western Australia."
RCF AU Equity,REDCLIFFE RESOURCES LTD,,0,7518657,,Common Stock,Materials,Materials,Metals & Mining,Precious Metals,Gold, ,"Redcliffe Resources Limited is a mineral exploration company. The Company isfocused on the Redcliffe Gold Project located near Leonora, Western Australia."
RIL AU Equity,REDIVIUM LTD,,0,14914911,,Common Stock,Materials,Materials,Metals & Mining,Base Metals, , ,"Redivium Limited operates as a metals exploration company. The Companyexplores and mines for lithium, gold, nickel, copper, and iron."
RPT AU Equity,REDPORT LTD,,,15814000,,Common Stock,Materials,Materials,Metals & Mining,Mineral & Precious Stone Mining, , ,"Redport Limited is a mineral resource exploration company that currentlyexplores for uranium, gold and copper in South Australia and Western Australia.The Company's primary exploration project is the Lake Maitland Uranium Deposit."
0740083D AU Equity,REDROSS NICKEL MINE,,,,,Private Comp,Materials,Materials,Metals & Mining,Base Metals,"Nickel, Lead & Zinc",Nickel,"The Redross nickel mine is located about 20 km SSE of Widgiemooltha in theKambalda district in Coolgardie Shire, Western Australia. The orebody forms ahalf oval plunging S. The ore is highly deformed, suffering significant postdeposition dislocation by a series of N-S trending strike-slip faults."
RDS AU Equity,REDSTONE RESOURCES LTD,5171336.775,82655,9836693,,Common Stock,Materials,Materials,Metals & Mining,Base Metals, , ,Redstone Resources Ltd. explores for minerals in Australia.
0696511D AU Equity,REDWING GOLD DEPOSIT,,,,,Private Comp,Materials,Materials,Metals & Mining,Precious Metals,Gold, ,"The Redwing gold deposit is approximately 50km SE of the town of Marvel Lochwithin the Jilbadji Nature Reserve in the eastern goldfields WA, Australia. Itis a near surface, structurally controlled gold and magmatic nickel sulphidedeposit with gold mineralisation within sheeted quartz veins."
RLC AU Equity,REEDY LAGOON CORP LTD,2330120.028,0,104270,,Common Stock,Materials,Materials,Metals & Mining,Base Metals, , ,"Reedy Lagoon Corporation Limited is a diversified mineral exploration company.The Company explores for diamonds, copper, gold and platinum through itsexploration projects in South Australia and Victoria."
R8R AU Equity,REGENER8 RESOURCES NL,3423262.605,99991,4693773,,Common Stock,Materials,Materials,Metals & Mining,Precious Metals,Gold, ,Regener8 Resources NL provides exploration and mining services. The Companyexplores and develops gold resources. Regener8 Resources serves customersworldwide.
RRL AU Equity,REGIS RESOURCES LTD,4392062754,1647412000,2276203008,432,Common Stock,Materials,Materials,Metals & Mining,Precious Metals,Gold, ,"Regis Resources Ltd. is a mineral exploration and production company. TheCompany mines for gold, nickel, and copper."
1919624D AU Equity,RELIANCE MINING LTD,,7573999.882,32658000,17,Common Stock,Materials,Materials,Metals & Mining,Precious Metals,Gold, ,Reliance Mining Limited is a mineral exploration and mining company.  TheCompany explores for gold and base metals in Australia and Peru.
RNS AU Equity,RENAISSANCE MINERALS LTD,,0,22233048,,Common Stock,Materials,Materials,Metals & Mining,Precious Metals,Gold, ,Renaissance Minerals Limited is a mineral exploration and production Company.The Company recently acquired an advanced gold project in Cambodia is focusedon advancing this project.
RNU AU Equity,RENASCOR RESOURCES LTD,167848187.8,0,171085264,,Common Stock,Materials,Materials,Metals & Mining,Mineral & Precious Stone Mining, , ,"Renascor Resources Limited is an exploration company. The Company acquires,explores and develops properties for copper, gold and other base and preciousmetals, as well as uranium."
RNX AU Equity,RENEGADE EXPLORATION LTD,6156090.273,0,6290650,,Common Stock,Materials,Materials,Metals & Mining,Base Metals,Copper, ,"Renegade Exploration Limited operates as a mineral exploration and developmentcompany. The Company focuses on base metal deposits, copper-cobalt, and goldexploration projects. Renegade Exploration serves customers in Australia."
RM1 AU Equity,RESILIENCE MINING MONGOLIA L,,,,,Common Stock,Materials,Materials,Metals & Mining,Mineral & Precious Stone Mining,Mineral Mining, ,Resilience Mining Mongolia Limited provides exploration and mining services.The Company explores and develops mineral resource projects inMongolia. Resilience Mining Mongolia serves customers worldwide.
RSG AU Equity,RESOLUTE MINING LTD,1884780972,800973000,819555968,,Common Stock,Materials,Materials,Metals & Mining,Precious Metals,Gold, ,"Resolute Mining Limited provides mining services. The Company explores,develops, and operates gold mines. Resolute Mining serves customers inAustralia and Africa."
178514Q AU Equity,RESOLUTE MINING LTD - SET UP,,186220001.2,264445008,,Common Stock,Materials,Materials,Metals & Mining,Precious Metals,Gold, ,"Resolute Mining Limited explores for, produces and develops gold in Australia(primarily in Western Australia), Ghana and Tanzania, Africa.  The Company'sgold exploration projects include Chalice, Obotan and Golden Pride."
560600Q AU Equity,RESOLUTE RESOURCES PTY LTD/A,,,,,Common Stock,Materials,Materials,Metals & Mining,Mineral & Precious Stone Mining, , ,Resolute Resources Pty Ltd of Australia operates as a minerals explorerscompany.
RML AU Equity,RESOLUTION MINERALS LTD,60219366.86,0,4207424,,Common Stock,Materials,Materials,Metals & Mining,Base Metals,Cobalt, ,"Resolution Minerals Ltd is a mineral exploration company. The Company engagesin acquisition, exploration, and development of precious and battery metalssuch as gold, copper, cobalt, and uranium, as well as conducts aeromagneticsurveys, IP surveys, and undertook shallow RAB drill testing to definecobalt-copper targets. Resolution Minerals serves customers in Australia."
RBX AU Equity,RESOURCE BASE LTD,5759224.25,0,3182587,,Common Stock,Materials,Materials,Metals & Mining,Mineral & Precious Stone Mining,Mineral Mining, ,Resource Base Limited provides exploration and mining services. The Companyexplores and develops mineral projects. Resource Base serves customersworldwide.
RDG AU Equity,RESOURCE DEVELOPMENT GROUP L,,136180709,352898048,,Common Stock,Materials,Materials,Metals & Mining,Mining Services, , ,"Resource Development Group Limited offers integrated engineering and projectmanagement solutions.  The Company provides design, management, delivery, andexecution solutions for the mining and resources sector in Australia."
RMI AU Equity,RESOURCE MINERALS INTERNATIO,16881948.42,0,8793669,,Common Stock,Materials,Materials,Metals & Mining,Base Metals, , ,"Resource Minerals International Ltd provides exploration and mining services.The Company explores and develops iron ore, nickel, laterite, and nickel-cobaltprojects."
RSP AU Equity,RESOURCE PACIFIC HOLDINGS,,,,243,Common Stock,Materials,Materials,Metals & Mining,Coal Mining, , ,"Resource Pacific Holdings Limited produces semi-soft coking coal from itsoperating coal mine located in New South Wales, Australia.  The Company is inthe start-up phase of mining operations."
394 HK Equity,RESOURCEHOUSE PTY LTD,,0,6344002,,Common Stock,Materials,Materials,Metals & Mining,Mineral & Precious Stone Mining, , ,Resourcehouse Limited focuses on thermal coal and iron ore development projectsin Australia.
REZ AU Equity,RESOURCES & ENERGY GROUP LTD,20929232.46,0,11809633,2,Common Stock,Materials,Materials,Metals & Mining,Precious Metals,Gold, ,Resources & Energy Group Limited operates as a gold exploration and developmentcompany. The Company develops brown-field sites with targeted exploration andevaluation to achieve gold production. Resources & Energy Group servescustomers in Australia.
RRR AU Equity,REVOLVER RESOURCES HOLDINGS,24035860.88,0,26145444,,Common Stock,Materials,Materials,Metals & Mining,Base Metals,Copper, ,"Revolver Resources Holdings Ltd operates as a holding company. The Company,through its subsidiaries, focuses on the development of copper resources.Revolver Resources Holdings serves customers worldwide."
RWD AU Equity,REWARD MINERALS LTD,11705441.51,0,5731431,,Common Stock,Materials,Materials,Metals & Mining,Mineral & Precious Stone Mining,Mineral Mining,"Potash, Soda, Borate","Reward Minerals Limited is an Australian company focussed on the explorationand development of Potash resources amenable to the production of PotassiumSulfate (SOP). The Company is developing the Lake Disappointment Sulfate ofPotash Project in Western Australia, which has the potential to be the largest,longest life Sulfate of Potash operation outside China."
RXM AU Equity,REX MINERALS LTD,,0,57924000,,Common Stock,Materials,Materials,Metals & Mining,Base Metals,Copper,Copper Mining,"Rex Minerals Ltd. provides mining services. The Company offers acquisition,development, and exploration of gold in South Australia."
REY AU Equity,REY RESOURCES LTD,,0,34104000,,Common Stock,Materials,Materials,Metals & Mining,Coal Mining,Thermal Coal, ,"Rey Resources Ltd. explores for and mines coal and minerals.  The Company minescoal in Australia, copper in Chile, and gold in Peru."
RVT AU Equity,RICHMOND VANADIUM TECHNOLOGY,14239231.5,0,44708648,,Common Stock,Materials,Materials,Metals & Mining,Mining Services, , ,Richmond Vanadium Technology Pty Ltd operates as a mining company. The Companyfocuses on developing and exploring non-titanomagnetite vanadium deposits.Richmond Vanadium Technology serves the steel and emerging energy storagemarkets worldwide.
RIE AU Equity,RIEDEL RESOURCES LTD,4533300.992,8942,6434933,,Common Stock,Materials,Materials,Metals & Mining,Mineral & Precious Stone Mining, , ,Riedel Resources Limited is an exploration company. The Company explores anddevelops properties for gold and base metals mineralisation.
RFV AU Equity,RIFT VALLEY RESOURCES AFRICA,,,12189335,,Common Stock,Materials,Materials,Metals & Mining,Base Metals, , ,Rift Valley Resources Ltd. is a mineral exploration company. The Company hasentered into agreements to acquire tenements in mineralised areas ofTanzania where it explores for gold and nickel.
RIM AU Equity,RIMFIRE PACIFIC MINING LTD,40873408.43,0,17659516,,Common Stock,Materials,Materials,Metals & Mining,Precious Metals, , ,Rimfire Pacific Mining Limited provides exploration and mining services. TheCompany explores and develops gold and copper resources in the mining districtof Fifield in central New South Wales. Rimfire Pacific Mining serves customersworldwide.
RCR AU Equity,RINCON RESOURCES LTD,5680123.794,0,14339694,,Common Stock,Materials,Materials,Metals & Mining,Base Metals,Copper, ,"Rincon Resources Limited provides exploration and mining services. The Companyexplores and develops copper and gold projects in Western Australia, SouthTelfer, Laverton, and Kiwirrkurra. Rincon Resources serves customersworldwide."
3654524Q AU Equity,RIO TINTO ALUMINIUM HOLDINGS,,,,,Common Stock,Materials,Materials,Metals & Mining,Base Metals,Aluminum, ,"Comalco Ltd. produces and explores for aluminum and bauxite through operatedmines in Australia, New Zealand and Guinea, West Africa which include Weipa andEly. The Company has smelting operations at Boyne Island, Queensland, Bell Bay,Tasmania and Tiwai Point in New Zealand. Comalco also has refineries inQueensland and Italy."
6914429Z AU Equity,RIO TINTO COAL AUSTRALIA PTY,,,,340,Private Comp,Materials,Materials,Metals & Mining,Coal Mining,Thermal Coal, ,Rio Tinto Coal Australia Pty Limited provides coal mining services. The Companyspecializes in open cut and underground coal operations. Rio Tinto CoalAustralia operates worldwide.
2473Z US Equity,RIO TINTO COMMERCIAL PAPER L,,,,,Common Stock,Materials,Materials,Metals & Mining,Base Metals, , ,#N/A N/A
1617Z AU Equity,RIO TINTO FINANCE LTD,,,,,Common Stock,Materials,Materials,Metals & Mining,Base Metals, , ,"Rio Tinto Finance Ltd., a wholly-owned subsidiary of Rio Tinto Ltd., is afinance company through which the group conducts its treasury operations."
42532Z AU Equity,RIO TINTO FINANCE USA LTD,,,,,Private Comp,Materials,Materials,Metals & Mining,Base Metals, , ,"Rio Tinto Finance (USA) Limited operates as a special purpose entity. TheCompany produces iron ore for steel, aluminum for cars and smart phones, copperfor wind turbines, and diamonds. Rio Tinto Finance serves customers inAustralia."
RIO AU Equity,RIO TINTO LTD,1.60666E+11,53658000000,1.02786E+11,60000,Common Stock,Materials,Materials,Metals & Mining,Iron,Iron Ore Mining, ,"Rio Tinto Limited operates as a mining company. The Company produces iron orefor steel and aluminium for cars and phones, as well as copper for windturbines. Rio Tinto serves customers worldwide. Dually-listed company with RIOLN."
703927Q AU Equity,RIO TINTO LTD - SET UP FOR F,,19033000000,,27824,Common Stock,Materials,Materials,Metals & Mining,Iron,Iron Ore Mining, ,#N/A N/A
RIV AU Equity,RIVERSDALE MINING LTD,,97520000,,951,Common Stock,Materials,Materials,Metals & Mining,Coal Mining, , ,Riversdale Mining Limited is a mineral exploration and production company. TheCompany has anthracite operations in South Africa and thermal and coking coalprojects in Mozambique.
507553Q AU Equity,RIVERSDALE MINING LTD/OLD,,7788000.107,10995000,,Common Stock,Materials,Materials,Metals & Mining,Coal Mining, , ,Riversdale Mining Limited is a mineral exploration and production companyfocusing on anthracite mining operations in the Vryheid district of South Africathrough the Company's Riversdale Project.
0886082D AU Equity,RIVERSDALE RESOURCES LTD,,,,,Common Stock,Materials,Materials,Metals & Mining,Coal Mining,Thermal Coal, ,Riversdale Resources Limited operates as a coal development company. TheCompany focuses on steel making coal mining project. Riversdale Resourcesserves customers in Australia and Canada.
RGL AU Equity,RIVERSGOLD LTD,6734850.372,0,7847847,,Common Stock,Materials,Materials,Metals & Mining,Precious Metals,Gold, ,"Riversgold Limited operates as an exploration company. The Company explores,develops, and produces gold. Riversgold serves customers in South-West Alaska,Western Australia, and Cambodia."
RMT AU Equity,RMA ENERGY LTD,,2508,8008,,Common Stock,Materials,Materials,Metals & Mining,Base Metals, , ,"RMA Energy Ltd. explores for coal, uranium, and tin in Australia."
ROL AU Equity,ROBUST RESOURCES LTD,,278235,69427688,,Common Stock,Materials,Materials,Metals & Mining,Base Metals, , ,"Robust Resources Limited explores and mines for gold, silver, copper and zinc."
0739651D AU Equity,ROCKLANDS COPPER DEPOSIT,,,,,Private Comp,Materials,Materials,Metals & Mining,Base Metals,Copper, ,"The Rocklands Copper deposit with associated magnetite of the Ion Oxide CopperGold Style is located in the Eastern Fold Belt of the Mr Isla Inlier about 17kmNW of Queensland, Australlia. The primary mineralisation consists of high-gradesupergene chalcocite enrichment and bonanza-grade coarse native copper."
RCI AU Equity,ROCKLANDS RICHFIELD LTD,,0,21847154,,Common Stock,Materials,Materials,Metals & Mining,Coal Mining,Thermal Coal,Bitum Coal & Lignite Surface,Rocklands Richfield Limited is a coal mining company with exploration tenementslocated in the Bowen Basin of Queensland.
RKB AU Equity,ROKEBY RESOURCES LTD,7303527.224,0,10594798,,Common Stock,Materials,Materials,Metals & Mining,Base Metals,"Nickel, Lead & Zinc",Nickel,"Rokeby Resources Limited operates as a mineral exploration and productioncompany. The Company explores for base metals, critical minerals, and goldprojects in Australia and Peru. Rokeby Resources serves customers worldwide."
RLK AU Equity,ROLEK RESOURCES LTD,,0,4971000,,Common Stock,Materials,Materials,Metals & Mining,Base Metals, , ,"Rolek Resources Ltd operates as a metal exploration company. The Companyexplores and mines lithium, beryl, and tantalum. Rolek Resources servescustomers worldwide."
RON AU Equity,RONIN RESOURCES LTD,6661876.65,,3206165,,Common Stock,Materials,Materials,Metals & Mining,Precious Metals, , ,"Ronin Resources Ltd operates as a mineral exploration company. The Companymines, explores, and develops gold, copper, and thermal coal projects. RoninResources serves customers in Australia."
0192706D AU Equity,ROSS MINING NL,,89512001.04,211074000,,Common Stock,Materials,Materials,Metals & Mining,Precious Metals,Gold, ,Ross Mining NL is an Australian gold mining and exploration company.  The Com-pany owns and operates the Yandan gold mine in Queensland and is developing theGold Ridge gold project in the Solomon Islands. Ross Mining is also developingthe Timbarra gold deposit in New South Wales.
RXL AU Equity,ROX RESOURCES LTD,324994745.7,0,57093000,7,Common Stock,Materials,Materials,Metals & Mining,Base Metals,"Nickel, Lead & Zinc", ,"Rox Resources Limited is an Australian gold & nickel company. The company holdsa number of key mining assets at various levels of development. Key projectsinclude Youanmi Gold Project & Fisher East Nickel Project both in WesternAustralia. Rox seeks to increase resources via efficient mineral exploration,convert resources to reserves and develop projects towards becoming mines."
RCO AU Equity,ROYALCO RESOURCES LTD,,767272,8531488,,Common Stock,Materials,Materials,Metals & Mining,Precious Metals,Gold, ,Royalco Resources Limited holds royalty interests over mining projects andtenements. The Company also has base metals and gold exploration activities inthe Philippines.
RTG CN Equity,RTG MINING INC,57351162.33,21958,3962859,,Common Stock,Materials,Materials,Metals & Mining,Precious Metals,Gold, ,"RTG Mining Inc., explores and develops high grade copper/gold projects. Currentfocus is the high grade Mabilo Project in the Philippines."
RB6 AU Equity,RUBIX RESOURCES LTD,7681250,0,2378483,,Common Stock,Materials,Materials,Metals & Mining,Base Metals, , ,Rubix Resources Limited operates as a mining company. The Company focuses onexploration and production of base metal and gold asset projects. RubixResources serves clients in Australia.
RTR AU Equity,RUMBLE RESOURCES LTD,36134206.46,218612,59667728,,Common Stock,Materials,Materials,Metals & Mining,Precious Metals, , ,Rumble Resources Limited is an exploration company. The Company explores anddevelops properties for gold and base metals.
1769111D AU Equity,RUSINA MINING PTY LTD,,,19219842,,Common Stock,Materials,Materials,Metals & Mining,Precious Metals, , ,"Rusina Mining NL explores for and produces gold, base metals, tantalite anddiamonds. The Company's exploration projects are located in Australia,Philippines and Namibia."
RYZ AU Equity,RYZON MATERIALS LTD,,0,9560089,,Common Stock,Materials,Materials,Metals & Mining,Mineral & Precious Stone Mining,Mineral Mining, ,Ryzon Materials Limited mines mineral resources. The Company offerslithium-ion battery cells and related accessories. Ryzon Materials servescustomers worldwide.
RRZ AU Equity,RZ RESOURCES LTD,,,,,Common Stock,Materials,Materials,Metals & Mining,Mineral & Precious Stone Mining,Mineral Mining, ,RZ Resources Ltd operates as a mining company. The Company focuses on miningand producing critical minerals and rare earths sands projects that supportoperations and existing infrastructure solutions. RZ Resources serves customersin Australia.
S2R AU Equity,S2 RESOURCES LTD,55161594.29,0,8987103,,Common Stock,Materials,Materials,Metals & Mining,Base Metals, , ,"S2 Resources Ltd explores, mines, and develops mineral resources. The Companyoffers commodities such as gold and base metals. S2 Resources conducts itsbusiness worldwide."
SXM AU Equity,SA METALS LTD,,,4791431,,Common Stock,Materials,Materials,Metals & Mining,Precious Metals, , ,SA Metals Ltd. explores for platinum and palladium in South Africa.
278728Z AU Equity,SABENA LIMITED,,,,,Common Stock,Materials,Materials,Metals & Mining,Mineral & Precious Stone Mining, , ,"Sabena Limited is an exploration company that has interests in a number ofcopper, gold and silver projects in the Philippines.  The Company's primaryexploration activity is the T'Boli Gold Project."
