Ticker,Company Name,Country of Domicile,Company Type,Market Cap,Revenue:Y,Tot Assets:Y,Tier_MarketCap,Tier_Revenue,Tier_Assets,CountryGroup,AssetTurnover,MarketToAsset,CapIntensity,Group_AssetTurnover,Group_MarketToAsset,Group_CapIntensity
FRS AU Equity,Forrestania Resources Ltd,Australia,Common Stock,123610000.0,,6290000.0,MicroCap,UnknownRevenue,MicroAsset,Australia,,19.65182829888712,,UnknownTurnover,HighValue,UnknownCap
BML AU Equity,Boab Metals Ltd,Australia,Common Stock,122860000.0,174310.0,16540000.0,MicroCap,VeryLowRevenue,MicroAsset,Australia,0.01053869407496977,7.428053204353083,94.88841718776892,LowTurnover,HighValue,CapHeavy
PTN AU Equity,Patronus Resources Ltd,Australia,Common Stock,121300000.0,,86240000.0,MicroCap,UnknownRevenue,MicroAsset,Australia,,1.4065398886827458,,UnknownTurnover,FairValue,UnknownCap
TTM AU Equity,Titan Minerals Ltd,Australia,Common Stock,121230000.0,,60870000.0,MicroCap,UnknownRevenue,MicroAsset,Australia,,1.99162148841794,,UnknownTurnover,HighValue,UnknownCap
TMG AU Equity,Trigg Minerals Ltd,Australia,Common Stock,119520000.0,,1740000.0,MicroCap,UnknownRevenue,MicroAsset,Australia,,68.6896551724138,,UnknownTurnover,HighValue,UnknownCap
MTH AU Equity,Mithril Silver And Gold Ltd,Australia,Common Stock,119380000.0,122940.0,32920000.0,MicroCap,VeryLowRevenue,MicroAsset,Australia,0.0037345078979343863,3.62636695018226,267.7728973483,LowTurnover,HighValue,CapHeavy
NMR AU Equity,Native Mineral Resources Holdings Ltd,Australia,Common Stock,118900000.0,9400.800000000001,159620.0,MicroCap,VeryLowRevenue,MicroAsset,Australia,0.05889487532890616,164.1207728293401,16.979406007999316,LowTurnover,HighValue,CapHeavy
DLI AU Equity,Delta Lithium Ltd,Australia,Common Stock,118340000.0,1490000.0,245290000.0,MicroCap,VeryLowRevenue,LightAsset,Australia,0.006074442496636634,0.48244934567246933,164.6241610738255,LowTurnover,LowValue,CapHeavy
KSN AU Equity,Kingston Resources Ltd,Australia,Common Stock,117610000.0,48110000.0,135150000.0,MicroCap,LowRevenue,LightAsset,Australia,0.3559748427672956,0.8702182759896412,2.8091872791519434,MidTurnover,FairValue,BalancedCap
KKO AU Equity,Kinetiko Energy Ltd,Australia,Common Stock,117530000.0,,74960000.0,MicroCap,UnknownRevenue,MicroAsset,Australia,,1.5679028815368197,,UnknownTurnover,HighValue,UnknownCap
MPK AU Equity,Many Peaks Minerals Ltd,Australia,Common Stock,117080000.0,,17960000.0,MicroCap,UnknownRevenue,MicroAsset,Australia,,6.518930957683741,,UnknownTurnover,HighValue,UnknownCap
AS1 AU Equity,Asara Resources Ltd,Australia,Common Stock,114790000.0,,28210000.0,MicroCap,UnknownRevenue,MicroAsset,Australia,,4.0691244239631335,,UnknownTurnover,HighValue,UnknownCap
